0,1,2,3,4,5,6,7
03.08.20 10:05:59,728.55,728.55,728.55,728.55,25,0,728.55
03.08.20 10:06:59,620.70,620.70,620.70,620.70,25,25,674.62
03.08.20 10:11:59,630.00,630.00,630.00,630.00,25,25,659.75
03.08.20 10:16:59,679.85,679.85,679.85,679.85,75,50,669.79
03.08.20 10:24:59,669.45,669.45,669.45,669.45,25,100,669.74
03.08.20 10:26:59,657.05,657.05,657.05,657.05,25,100,668.15
03.08.20 11:05:59,636.10,636.10,636.10,636.10,50,100,661.74
03.08.20 11:09:59,647.35,647.35,647.35,647.35,25,50,660.43
03.08.20 11:41:59,622.00,622.00,622.00,622.00,25,25,657.23
03.08.20 11:43:59,650.00,650.00,650.00,650.00,25,50,656.67
03.08.20 12:06:59,638.20,638.20,638.20,638.20,25,75,655.35
03.08.20 12:13:59,624.65,624.65,624.65,624.65,25,100,653.31
03.08.20 12:14:59,624.65,624.65,624.65,624.65,25,100,651.51
03.08.20 12:15:59,625.00,625.00,625.00,625.00,25,150,649.95
03.08.20 12:24:59,625.00,625.00,625.00,625.00,25,175,648.57
03.08.20 12:26:59,600.00,600.00,600.00,600.00,50,175,643.89
03.08.20 12:27:59,597.55,597.55,597.55,597.55,25,225,641.69
03.08.20 12:28:59,599.95,599.95,599.95,599.95,25,225,639.79
03.08.20 12:29:59,598.80,598.80,598.80,598.80,25,225,638.01
03.08.20 12:30:59,597.55,597.55,597.55,597.55,25,300,636.32
03.08.20 12:31:59,595.00,595.00,595.00,595.00,125,300,629.20
03.08.20 12:33:59,590.00,590.00,590.00,590.00,50,425,626.67
03.08.20 12:34:59,576.35,576.35,576.35,576.35,25,425,625.09
03.08.20 12:38:59,596.40,596.40,596.40,596.40,25,450,624.22
03.08.20 12:40:59,568.80,568.80,550.00,565.20,125,475,616.25
03.08.20 12:44:59,580.80,580.80,580.80,580.80,25,575,615.34
03.08.20 12:45:59,567.60,567.60,567.60,567.60,25,600,614.14
03.08.20 12:47:59,568.00,570.00,568.00,570.00,275,600,604.57
03.08.20 12:48:59,570.00,572.40,570.00,572.40,100,900,602.19
03.08.20 12:49:59,555.65,555.65,555.65,555.65,50,900,600.62
03.08.20 12:51:59,579.60,579.60,579.60,579.60,25,1025,600.25
03.08.20 12:53:59,575.00,575.00,575.00,575.00,100,1025,598.62
03.08.20 12:56:59,555.65,555.65,555.65,555.65,50,1150,597.28
03.08.20 12:57:59,555.00,555.00,553.05,553.05,50,1200,595.97
03.08.20 12:58:59,555.00,555.00,555.00,555.00,25,1200,595.36
03.08.20 12:59:59,550.00,550.00,530.35,530.35,75,1200,592.88
03.08.20 13:00:59,533.10,534.75,533.10,534.75,50,1300,591.24
03.08.20 13:01:59,547.20,547.20,546.60,546.60,175,1300,587.19
03.08.20 13:03:59,548.65,548.65,548.65,548.65,25,1450,586.70
03.08.20 13:04:59,544.10,544.10,544.10,544.10,75,1450,585.16
03.08.20 13:05:59,548.35,550.00,548.35,550.00,75,1450,583.91
03.08.20 13:06:59,540.85,540.85,540.85,540.85,25,1575,583.41
03.08.20 13:07:59,548.75,548.75,545.00,545.00,75,1575,582.19
03.08.20 13:08:59,547.35,547.35,547.35,547.35,25,1575,581.80
03.08.20 13:09:59,544.15,544.15,543.95,543.95,50,1625,580.99
03.08.20 13:10:59,537.90,545.20,537.90,545.20,200,1625,577.68
03.08.20 13:11:59,550.95,554.45,548.75,554.45,200,1625,575.70
03.08.20 13:13:59,546.70,546.70,546.70,546.70,25,1475,575.44
03.08.20 13:14:59,552.00,552.00,552.00,552.00,25,1475,575.22
03.08.20 13:15:59,549.05,549.05,549.05,549.05,50,1475,574.76
03.08.20 13:16:59,549.05,570.00,549.05,570.00,100,1475,574.23
03.08.20 13:17:59,558.70,558.70,558.70,558.70,50,1475,573.97
03.08.20 13:19:59,552.80,552.80,552.80,552.80,25,1425,573.79
03.08.20 13:21:59,568.45,572.25,568.00,572.25,125,1425,573.60
03.08.20 13:22:59,568.45,568.45,568.45,568.45,25,1425,573.56
03.08.20 13:23:59,556.05,564.80,556.05,564.45,325,1425,572.21
03.08.20 13:24:59,571.85,571.85,571.85,571.85,25,1275,572.20
03.08.20 13:25:59,553.30,553.30,553.30,553.30,50,1275,571.94
03.08.20 13:26:59,557.05,557.05,543.75,557.00,300,1275,570.01
03.08.20 13:30:59,558.00,558.00,558.00,558.00,25,1550,569.93
03.08.20 13:33:59,565.00,580.10,565.00,574.00,125,1550,569.98
03.08.20 13:34:59,570.45,575.00,570.45,575.00,75,1550,570.02
03.08.20 13:37:59,575.00,575.00,575.00,575.00,50,1475,570.08
03.08.20 13:39:59,575.00,575.00,575.00,575.00,25,1525,570.11
03.08.20 13:45:59,579.75,579.75,579.75,579.75,25,1550,570.17
