0,1,2,3,4,5,6,7
08.06.20 10:38:59,18.00,18.00,1.00,4.00,375,75,8.70
08.06.20 10:40:59,1.60,3.00,1.60,3.00,225,75,6.38
08.06.20 11:57:59,3.00,3.00,3.00,3.00,300,75,5.25
08.06.20 12:00:59,3.50,3.50,3.50,3.50,75,375,5.12
08.06.20 12:03:59,3.10,3.10,3.10,3.10,75,450,4.97
08.06.20 12:04:59,3.10,3.10,3.10,3.10,150,450,4.74
08.06.20 12:05:59,3.00,3.00,3.00,3.00,375,450,4.32
08.06.20 12:09:59,3.10,3.10,3.10,3.10,300,975,4.13
08.06.20 14:42:59,2.90,2.90,2.90,2.90,150,1275,4.04
09.06.20 09:45:59,4.20,4.20,4.20,4.20,75,1425,4.20
09.06.20 10:08:59,3.65,3.65,3.65,3.65,75,1425,3.92
09.06.20 10:30:59,3.65,3.65,3.65,3.65,675,1500,3.70
09.06.20 10:44:59,4.50,4.50,4.50,4.50,75,2175,3.76
09.06.20 11:52:59,3.20,3.20,3.20,3.20,75,2175,3.72
09.06.20 12:14:59,3.10,3.10,3.10,3.10,75,2250,3.67
09.06.20 12:42:59,2.80,2.80,2.80,2.80,75,2325,3.62
09.06.20 12:52:59,2.00,2.00,2.00,2.00,75,2325,3.51
09.06.20 13:03:59,1.75,1.75,1.75,1.75,600,2250,2.93
09.06.20 13:15:59,1.75,1.75,1.75,1.75,75,2175,2.88
09.06.20 13:28:59,1.80,1.80,1.80,1.80,300,2100,2.73
09.06.20 13:44:59,1.95,1.95,1.95,1.95,75,1800,2.71
09.06.20 13:45:59,1.95,1.95,1.95,1.95,75,1800,2.68
09.06.20 14:53:59,2.45,2.45,2.45,2.45,75,1800,2.67
09.06.20 15:24:59,2.45,2.45,2.45,2.45,75,1875,2.67
09.06.20 15:25:59,2.45,2.45,2.00,2.00,300,1950,2.62
09.06.20 15:26:59,1.95,1.95,1.95,1.95,150,1950,2.58
09.06.20 15:27:59,1.95,1.95,1.95,1.95,75,1950,2.57
10.06.20 11:12:59,1.60,1.60,1.60,1.60,375,2100,1.60
10.06.20 11:18:59,1.50,1.50,1.50,1.50,75,2475,1.58
10.06.20 11:30:59,1.60,1.60,1.60,1.60,75,2475,1.58
10.06.20 14:42:59,1.45,1.45,1.45,1.45,75,2550,1.56
10.06.20 14:47:59,1.45,1.45,1.45,1.45,375,2550,1.52
10.06.20 14:58:59,1.45,1.50,1.45,1.50,450,2175,1.51
10.06.20 14:59:59,1.20,1.20,1.20,1.20,75,2175,1.49
11.06.20 09:17:59,1.20,1.20,1.20,1.20,150,2100,1.20
11.06.20 09:19:59,1.00,1.00,1.00,1.00,375,2100,1.05
11.06.20 09:40:59,1.00,1.00,1.00,1.00,75,2250,1.05
11.06.20 12:20:59,0.90,0.90,0.90,0.90,75,2325,1.03
11.06.20 12:22:59,0.80,0.80,0.80,0.80,75,2400,1.01
11.06.20 13:26:59,0.90,0.90,0.90,0.90,525,2325,0.96
11.06.20 13:43:59,0.90,0.90,0.90,0.90,225,2850,0.95
11.06.20 13:45:59,0.90,0.90,0.90,0.90,75,3075,0.95
11.06.20 14:46:59,0.90,0.90,0.90,0.90,75,3150,0.95
11.06.20 15:00:59,0.90,0.90,0.90,0.90,225,3225,0.94
11.06.20 15:16:59,0.90,0.90,0.90,0.90,75,3450,0.94
11.06.20 15:17:59,1.00,1.00,1.00,1.00,525,3450,0.94
12.06.20 09:15:59,1.00,1.00,1.00,1.00,450,4050,1.00
12.06.20 09:24:59,0.90,0.90,0.90,0.90,75,4500,0.98
12.06.20 09:26:59,0.90,0.90,0.90,0.90,750,4575,0.93
12.06.20 09:27:59,0.90,0.90,0.90,0.90,3825,4575,0.90
12.06.20 09:29:59,0.15,0.15,0.15,0.15,750,4575,0.83
12.06.20 09:41:59,0.75,0.75,0.75,0.75,225,9075,0.83
12.06.20 09:45:59,0.75,0.75,0.75,0.75,1875,9300,0.80
12.06.20 09:47:59,0.75,0.75,0.75,0.75,75,9300,0.80
12.06.20 10:01:59,0.75,0.75,0.75,0.75,750,10875,0.79
12.06.20 10:08:59,0.75,0.75,0.75,0.75,75,11250,0.79
12.06.20 10:22:59,0.75,0.75,0.75,0.75,75,11325,0.79
12.06.20 10:35:59,0.70,0.70,0.70,0.70,75,11400,0.79
12.06.20 10:43:59,0.70,0.70,0.70,0.70,75,11400,0.79
12.06.20 10:51:59,0.60,0.60,0.55,0.60,6750,11475,0.69
12.06.20 10:52:59,0.55,0.65,0.55,0.65,5625,11475,0.66
12.06.20 10:53:59,0.65,0.65,0.65,0.65,150,11475,0.66
12.06.20 10:54:59,0.60,0.65,0.60,0.65,3375,14775,0.65
12.06.20 10:55:59,0.60,0.60,0.60,0.60,75,14775,0.65
