0,1,2,3,4,5,6,7
15.10.20 12:01:59,376.95,376.95,376.95,376.95,25,0,376.95
15.10.20 13:14:59,200.00,200.00,200.00,200.00,25,25,288.47
05.11.20 13:28:59,310.05,310.05,310.05,310.05,25,25,310.05
06.11.20 09:26:59,332.00,332.00,332.00,332.00,25,25,332.00
06.11.20 09:27:59,328.85,328.85,328.85,328.85,25,25,330.42
06.11.20 09:32:59,316.05,316.05,314.55,314.55,50,50,322.86
06.11.20 09:38:59,310.45,310.45,307.25,307.25,50,100,318.19
06.11.20 09:45:59,358.35,358.35,358.35,358.35,25,150,323.92
06.11.20 09:48:59,342.40,342.40,342.40,342.40,50,150,327.58
06.11.20 09:49:59,341.80,341.80,341.80,341.80,25,150,329.00
06.11.20 09:50:59,334.40,334.40,334.40,334.40,50,175,329.97
06.11.20 10:05:59,385.55,385.55,385.55,385.55,25,150,334.25
06.11.20 10:09:59,389.05,391.15,389.05,391.15,50,150,341.69
06.11.20 10:12:59,380.05,380.05,380.05,380.05,25,150,344.09
06.11.20 10:13:59,374.35,380.80,374.35,380.80,100,150,350.67
06.11.20 10:19:59,374.45,374.45,374.45,374.45,25,250,351.80
06.11.20 10:24:59,381.00,381.00,381.00,381.00,25,250,353.13
06.11.20 10:26:59,363.25,363.25,363.25,363.25,25,250,353.57
06.11.20 10:32:59,386.35,386.35,386.35,386.35,50,250,356.02
06.11.20 10:43:59,373.55,373.55,373.55,373.55,25,275,356.70
06.11.20 10:47:59,363.15,363.15,363.15,363.15,25,300,356.94
06.11.20 10:55:59,344.85,344.85,344.85,344.85,25,325,356.50
06.11.20 11:09:59,363.95,363.95,363.95,363.95,25,325,356.76
06.11.20 11:17:59,359.20,359.20,359.20,359.20,50,350,356.95
06.11.20 11:18:59,359.20,359.20,359.20,359.20,25,300,357.02
06.11.20 11:19:59,356.05,356.05,356.05,356.05,25,300,356.99
06.11.20 11:39:59,387.95,387.95,387.95,387.95,50,0,358.73
06.11.20 11:44:59,387.95,387.95,387.95,387.95,25,350,359.54
06.11.20 11:45:59,378.40,378.40,378.40,378.40,50,375,360.56
06.11.20 12:23:59,414.25,421.70,414.25,421.70,50,325,363.44
06.11.20 12:24:59,414.95,414.95,414.95,414.95,25,350,364.69
06.11.20 12:25:59,428.70,428.70,428.70,428.70,25,350,366.22
06.11.20 12:31:59,418.65,418.65,418.65,418.65,25,325,367.43
06.11.20 12:32:59,425.85,425.85,425.85,425.85,25,325,368.76
06.11.20 12:39:59,423.25,423.25,423.25,423.25,25,325,369.97
06.11.20 12:54:59,478.35,478.35,478.35,478.35,50,325,374.57
06.11.20 12:55:59,501.55,546.10,501.55,546.10,50,325,380.66
06.11.20 13:02:59,593.95,593.95,593.95,593.95,25,325,384.92
06.11.20 13:07:59,553.25,553.25,553.25,553.25,25,325,388.22
06.11.20 13:10:59,542.55,542.55,542.55,542.55,25,300,391.19
06.11.20 13:12:59,560.35,560.35,560.35,560.35,25,325,394.38
06.11.20 13:17:59,560.35,560.35,556.80,556.80,100,325,405.91
06.11.20 13:21:59,511.05,511.05,511.05,511.05,25,375,407.72
06.11.20 13:22:59,535.20,535.20,535.20,535.20,50,375,411.97
06.11.20 13:32:59,536.45,536.45,536.45,536.45,25,300,414.01
06.11.20 13:35:59,534.85,537.90,534.85,537.90,50,325,417.89
06.11.20 13:36:59,538.40,538.40,538.40,538.40,25,325,419.77
06.11.20 13:37:59,540.65,540.65,540.65,540.65,25,325,421.63
06.11.20 13:40:59,569.70,569.70,569.70,569.70,25,325,423.88
06.11.20 13:43:59,555.00,555.00,555.00,555.00,25,300,425.83
06.11.20 13:57:59,551.15,551.15,549.00,549.00,50,325,429.44
06.11.20 14:19:59,540.00,545.80,540.00,545.80,50,300,432.63
06.11.20 14:22:59,535.00,535.00,535.00,535.00,50,325,435.44
06.11.20 14:28:59,500.00,500.00,500.00,500.00,50,375,437.16
06.11.20 14:37:59,469.75,469.75,469.75,469.75,50,425,438.00
06.11.20 14:38:59,450.00,450.00,450.00,450.00,25,425,438.16
06.11.20 14:40:59,449.00,449.00,449.00,449.00,25,450,438.29
06.11.20 14:42:59,438.45,438.45,438.45,438.45,25,425,438.30
06.11.20 14:44:59,463.95,463.95,463.95,463.95,25,425,438.61
06.11.20 14:47:59,499.00,499.00,499.00,499.00,25,425,439.35
06.11.20 14:48:59,496.75,496.75,496.75,496.75,25,425,440.04
06.11.20 14:53:59,515.95,515.95,515.95,515.95,25,450,440.94
06.11.20 14:55:59,520.00,520.00,520.00,520.00,100,475,444.54
06.11.20 15:01:59,537.45,537.45,537.45,537.45,25,475,445.58
06.11.20 15:18:59,552.00,552.00,552.00,552.00,300,500,458.15
06.11.20 15:19:59,553.15,564.80,553.15,564.80,100,500,461.88
06.11.20 15:20:59,556.70,556.70,556.70,556.70,25,500,462.77
06.11.20 15:22:59,557.95,557.95,557.95,557.95,25,775,463.66
06.11.20 15:24:59,536.45,550.90,531.20,531.20,75,775,465.73
06.11.20 15:25:59,544.80,544.80,544.80,544.80,50,775,467.14
06.11.20 15:27:59,544.80,544.80,544.80,544.80,25,775,467.83
06.11.20 15:28:59,544.80,544.80,544.80,544.80,25,775,468.50
