0,1,2,3,4,5,6,7,8,9,10
25.09.20 09:15:59,20735.70,20735.75,20700.05,20702.00,125,0,20721.85,1740050.00,,
25.09.20 09:16:59,20701.95,20701.95,20701.95,20701.95,50,0,20716.17,1740050.00,,
25.09.20 09:17:59,20687.45,20704.95,20687.45,20704.95,50,150,20711.73,1778475.00,,
25.09.20 09:18:59,20720.60,20720.60,20720.60,20720.60,25,150,20712.62,1778475.00,,
25.09.20 09:19:59,20720.60,20720.60,20720.00,20720.00,75,150,20714.41,1778475.00,,
25.09.20 09:20:59,20783.80,20783.80,20783.80,20783.80,25,250,20719.37,1789075.00,,
25.09.20 09:21:59,20750.00,20750.00,20750.00,20750.00,25,250,20721.41,1789075.00,,
25.09.20 09:22:59,20750.00,20750.00,20750.00,20750.00,25,250,20723.20,1789075.00,,
25.09.20 09:23:59,20725.00,20725.00,20725.00,20725.00,25,275,20723.30,1807675.00,,
25.09.20 09:27:59,20670.00,20670.00,20669.95,20669.95,50,300,20717.69,1816775.00,,
25.09.20 09:28:59,20670.00,20670.00,20670.00,20670.00,75,300,20711.18,1816775.00,,
25.09.20 09:29:59,20625.70,20633.05,20625.70,20630.00,75,425,20701.39,1826675.00,,
25.09.20 09:30:59,20640.00,20640.00,20640.00,20640.00,25,425,20699.03,1826675.00,,
25.09.20 09:31:59,20635.00,20640.00,20635.00,20640.00,75,425,20692.58,1826675.00,,
25.09.20 09:32:59,20650.00,20650.00,20650.00,20650.00,100,425,20687.41,1849375.00,,
25.09.20 09:33:59,20655.00,20655.00,20650.00,20650.00,75,600,20684.57,1849550.00,,
25.09.20 09:34:59,20688.00,20688.00,20688.00,20688.00,25,600,20684.67,1849550.00,,
25.09.20 09:36:59,20695.00,20695.00,20695.00,20695.00,25,650,20684.94,1861325.00,,
25.09.20 09:37:59,20689.35,20689.35,20689.35,20689.35,25,650,20685.05,1861325.00,,
25.09.20 09:38:59,20670.00,20670.00,20670.00,20670.00,25,700,20684.68,1869950.00,,
25.09.20 09:39:59,20677.20,20677.20,20677.20,20677.20,25,700,20684.49,1869950.00,,
25.09.20 09:40:59,20666.80,20666.80,20666.80,20666.80,25,700,20684.07,1869950.00,,
25.09.20 09:41:59,20676.70,20676.70,20676.70,20676.70,25,750,20683.90,1875675.00,,
25.09.20 09:42:59,20676.70,20676.70,20676.70,20676.70,25,750,20683.74,1875675.00,,
25.09.20 09:43:59,20670.00,20670.00,20670.00,20670.00,25,750,20683.43,1875675.00,,
25.09.20 09:46:59,20667.90,20668.00,20667.90,20668.00,275,775,20680.40,1878625.00,,
25.09.20 09:47:59,20670.00,20670.00,20670.00,20670.00,25,1025,20680.21,1885600.00,,
25.09.20 09:49:59,20668.00,20668.00,20668.00,20668.00,1800,1025,20673.39,1885600.00,,
25.09.20 09:50:59,20668.00,20668.00,20668.00,20668.00,300,1025,20672.93,1894125.00,,
25.09.20 09:52:59,20625.00,20625.00,20625.00,20625.00,25,3075,20672.60,1896175.00,,
25.09.20 09:58:59,20665.00,20665.00,20665.00,20665.00,525,3075,20671.62,1910025.00,,
