0,1,2,3,4,5,6,7
02.08.18 09:15:59,27510.15,27550.00,27477.70,27509.55,64160,2154240,
02.08.18 09:16:59,27507.35,27526.30,27507.35,27513.00,33800,2154240,
02.08.18 09:17:59,27509.15,27509.15,27474.65,27485.00,49680,2181200,
02.08.18 09:18:59,27483.05,27511.00,27478.10,27511.00,20520,2181200,
02.08.18 09:19:59,27507.65,27508.70,27491.50,27496.20,24480,2181200,
02.08.18 09:20:59,27495.10,27495.10,27470.00,27477.05,49600,2192960,
02.08.18 09:21:59,27477.05,27493.15,27477.05,27491.40,11560,2192960,
02.08.18 09:22:59,27492.00,27494.90,27468.10,27475.95,24560,2192960,
02.08.18 09:23:59,27471.85,27487.30,27471.85,27484.60,11520,2218640,
02.08.18 09:24:59,27484.60,27491.55,27480.00,27482.05,13960,2218640,
02.08.18 09:25:59,27482.05,27490.00,27480.45,27484.70,13360,2218640,
02.08.18 09:26:59,27481.05,27485.00,27472.90,27484.80,11800,2225280,
02.08.18 09:27:59,27480.25,27494.00,27479.05,27494.00,19160,2225280,
02.08.18 09:28:59,27494.00,27498.80,27490.00,27498.80,17840,2225280,
02.08.18 09:29:59,27503.50,27504.00,27495.15,27502.25,11240,2238280,
02.08.18 09:30:59,27502.30,27502.30,27488.80,27493.15,13360,2238280,
02.08.18 09:31:59,27490.00,27496.85,27486.00,27489.85,11080,2238280,
02.08.18 09:32:59,27487.00,27489.25,27480.00,27484.20,14040,2241760,
02.08.18 09:33:59,27482.20,27484.75,27475.55,27479.90,19920,2241760,
02.08.18 09:34:59,27479.65,27480.00,27472.00,27473.05,11120,2241760,
02.08.18 09:35:59,27473.05,27473.05,27456.40,27461.25,35960,2253520,
02.08.18 09:36:59,27460.00,27464.90,27452.10,27461.95,23160,2253520,
02.08.18 09:37:59,27462.05,27466.90,27456.00,27456.00,16560,2253520,
02.08.18 09:38:59,27457.75,27462.60,27451.00,27454.40,17720,2265480,
02.08.18 09:39:59,27454.40,27455.70,27440.00,27447.10,34680,2265480,
02.08.18 09:40:59,27447.60,27455.05,27447.60,27453.10,9440,2265480,
02.08.18 09:41:59,27453.35,27459.00,27453.10,27456.45,13520,2270920,
02.08.18 09:42:59,27456.45,27458.85,27442.15,27443.40,14760,2270920,
02.08.18 09:43:59,27443.20,27453.20,27442.15,27450.10,10120,2270920,
02.08.18 09:44:59,27454.00,27456.70,27445.85,27451.05,10080,2283120,
02.08.18 09:45:59,27455.95,27462.65,27450.90,27461.00,16360,2283120,
02.08.18 09:46:59,27462.50,27467.65,27457.35,27466.50,7160,2283120,
02.08.18 09:47:59,27465.30,27470.00,27462.00,27464.60,9200,2275840,
02.08.18 09:48:59,27462.00,27464.00,27455.85,27456.00,6120,2275840,
02.08.18 09:49:59,27458.90,27458.95,27450.05,27452.05,3480,2275840,
02.08.18 09:50:59,27452.10,27457.80,27450.95,27457.00,10920,2276480,
02.08.18 09:51:59,27457.00,27457.00,27450.00,27455.00,8160,2276480,
02.08.18 09:52:59,27455.00,27463.35,27452.55,27462.00,4560,2276480,
02.08.18 09:53:59,27460.15,27462.35,27455.00,27455.45,2720,2279760,
02.08.18 09:54:59,27455.80,27455.80,27441.10,27444.50,6960,2279760,
02.08.18 09:55:59,27443.05,27448.95,27430.15,27434.90,24560,2279760,
02.08.18 09:56:59,27434.90,27437.90,27428.00,27428.35,15560,2281000,
02.08.18 09:57:59,27427.10,27430.00,27420.25,27420.35,17280,2281000,
02.08.18 09:58:59,27420.25,27425.95,27415.30,27425.95,15280,2281000,
02.08.18 09:59:59,27424.75,27426.25,27420.00,27426.25,11520,2289360,
02.08.18 10:00:59,27426.25,27438.20,27423.50,27437.00,13880,2289360,
02.08.18 10:01:59,27436.85,27442.55,27433.30,27440.75,8960,2289360,
02.08.18 10:02:59,27440.75,27443.95,27437.60,27439.15,6840,2293480,
02.08.18 10:03:59,27439.15,27442.55,27438.45,27438.45,4840,2293480,
02.08.18 10:04:59,27439.20,27439.50,27430.55,27436.65,7080,2293480,
02.08.18 10:05:59,27432.85,27447.00,27432.85,27441.65,6120,2296480,
02.08.18 10:06:59,27446.65,27446.65,27438.45,27441.05,4480,2296480,
02.08.18 10:07:59,27441.05,27441.05,27434.15,27434.15,4240,2296480,
02.08.18 10:08:59,27438.90,27439.95,27434.00,27436.65,2960,2290720,
02.08.18 10:09:59,27436.65,27437.90,27430.00,27435.00,3920,2290720,
02.08.18 10:10:59,27439.00,27443.00,27430.05,27430.05,6600,2290720,
02.08.18 10:11:59,27430.05,27443.00,27430.00,27442.00,3080,2293840,
02.08.18 10:12:59,27439.20,27444.55,27439.20,27444.00,7680,2293840,
02.08.18 10:13:59,27444.05,27468.60,27444.05,27465.00,36160,2293840,
02.08.18 10:14:59,27466.20,27472.05,27453.25,27472.05,18640,2284040,
02.08.18 10:15:59,27470.25,27479.70,27468.25,27475.50,19240,2284040,
02.08.18 10:16:59,27475.00,27476.95,27465.30,27467.55,12240,2284040,
02.08.18 10:17:59,27469.45,27472.00,27465.70,27472.00,7600,2280280,
02.08.18 10:18:59,27471.05,27475.10,27468.00,27468.10,9480,2280280,
02.08.18 10:19:59,27468.10,27471.75,27466.80,27471.75,9040,2280280,
02.08.18 10:20:59,27469.15,27480.95,27468.45,27476.60,13320,2278120,
02.08.18 10:21:59,27477.00,27482.00,27475.95,27476.00,6040,2278120,
02.08.18 10:22:59,27476.00,27479.05,27472.25,27473.95,3440,2278120,
02.08.18 10:23:59,27474.00,27474.00,27466.00,27466.00,7160,2278920,
02.08.18 10:24:59,27466.00,27469.75,27460.50,27467.55,5200,2278920,
02.08.18 10:25:59,27468.50,27469.50,27462.60,27463.10,2600,2278920,
02.08.18 10:26:59,27465.00,27467.95,27463.70,27465.50,1680,2274520,
02.08.18 10:27:59,27465.25,27470.00,27465.00,27469.55,3040,2274520,
02.08.18 10:28:59,27469.55,27477.60,27468.25,27477.60,4280,2274520,
02.08.18 10:29:59,27477.60,27477.60,27468.30,27470.00,3400,2276720,
02.08.18 10:30:59,27470.00,27479.00,27465.10,27479.00,5720,2276720,
02.08.18 10:31:59,27478.95,27478.95,27467.85,27469.75,4320,2276720,
02.08.18 10:32:59,27469.60,27471.75,27465.00,27465.30,2280,2280840,
02.08.18 10:33:59,27465.30,27473.00,27462.40,27470.55,3680,2280840,
02.08.18 10:34:59,27471.05,27474.00,27468.25,27469.35,2960,2280840,
02.08.18 10:35:59,27469.35,27471.90,27465.10,27466.90,2800,2283560,
02.08.18 10:36:59,27466.90,27466.90,27452.90,27455.00,6800,2283560,
02.08.18 10:37:59,27455.00,27458.00,27446.00,27447.95,4800,2283560,
02.08.18 10:38:59,27447.95,27450.00,27446.00,27448.55,5240,2284400,
02.08.18 10:39:59,27448.10,27458.00,27447.25,27457.65,5720,2284400,
02.08.18 10:40:59,27455.25,27458.60,27450.20,27455.10,2440,2284400,
02.08.18 10:41:59,27456.00,27459.95,27455.10,27457.55,1600,2287080,
02.08.18 10:42:59,27457.55,27461.45,27456.10,27460.00,960,2287080,
02.08.18 10:43:59,27460.00,27468.35,27460.00,27465.00,3240,2287080,
02.08.18 10:44:59,27465.00,27465.00,27460.40,27464.75,880,2287080,
02.08.18 10:45:59,27465.00,27465.50,27462.35,27462.50,2160,2287080,
02.08.18 10:46:59,27464.90,27464.90,27458.10,27460.55,1080,2287080,
02.08.18 10:47:59,27460.55,27460.55,27456.00,27456.00,920,2287200,
02.08.18 10:48:59,27456.00,27461.70,27455.00,27458.95,3240,2287200,
