0,1,2,3,4,5,6,7,8
29.05.20 09:15:59,18815.30,18815.30,18815.30,18815.30,25,0,18815.30,1433750.00
29.05.20 09:16:59,18832.05,18832.05,18832.05,18832.05,25,0,18823.67,1433750.00
29.05.20 09:18:59,18900.00,18963.20,18900.00,18950.00,225,50,18923.57,1453815.00
29.05.20 09:19:59,18933.30,18947.90,18933.30,18947.90,75,50,18926.69,1453815.00
29.05.20 09:20:59,18950.00,18950.00,18950.00,18950.00,125,300,18932.82,1481255.00
29.05.20 09:21:59,18955.75,19007.75,18955.75,19007.75,50,300,18937.48,1481255.00
29.05.20 09:22:59,18950.00,18950.00,18950.00,18950.00,75,300,18939.05,1481255.00
29.05.20 09:23:59,18925.00,18925.00,18911.00,18911.00,450,500,18932.69,1492215.00
29.05.20 09:25:59,18850.00,18850.00,18850.00,18850.00,100,500,18925.50,1492215.00
29.05.20 09:29:59,18820.00,18820.00,18800.00,18800.00,125,850,18913.79,1488920.00
29.05.20 09:30:59,18765.00,18765.00,18765.00,18765.00,25,850,18910.93,1488920.00
29.05.20 09:32:59,18750.00,18750.00,18750.00,18750.00,25,950,18907.89,1494545.00
29.05.20 09:35:59,18750.00,18750.00,18735.00,18735.00,75,1000,18898.98,1484040.00
29.05.20 09:36:59,18735.00,18735.00,18735.00,18735.00,25,1000,18896.11,1484040.00
29.05.20 09:37:59,18750.00,18750.00,18750.00,18750.00,25,1000,18893.59,1484040.00
29.05.20 09:38:59,18725.00,18777.15,18725.00,18777.15,150,1125,18881.04,1485260.00
29.05.20 09:40:59,18744.05,18744.05,18744.05,18744.05,25,1125,18878.93,1485260.00
29.05.20 09:43:59,18802.30,18802.30,18776.70,18776.70,50,1200,18876.26,1479485.00
29.05.20 09:44:59,18824.20,18824.20,18824.20,18824.20,25,1225,18875.50,1484275.00
29.05.20 09:45:59,18842.95,18842.95,18830.00,18830.00,50,1225,18874.38,1484275.00
29.05.20 09:46:59,18761.45,18761.45,18761.45,18761.45,25,1225,18872.79,1484275.00
29.05.20 09:48:59,18725.00,18725.00,18725.00,18725.00,175,1275,18859.53,1487165.00
29.05.20 09:51:59,18750.00,18750.00,18750.00,18750.00,25,1450,18858.14,1493345.00
29.05.20 09:57:59,18775.00,18775.00,18775.00,18775.00,25,1475,18857.10,1512040.00
29.05.20 10:02:59,18778.90,18778.90,18778.90,18778.90,25,1500,18856.14,1518855.00
29.05.20 10:05:59,18830.00,18846.15,18830.00,18846.15,300,1500,18853.11,1531705.00
29.05.20 10:06:59,18850.00,18948.90,18850.00,18948.90,200,1500,18854.29,1531705.00
29.05.20 10:07:59,18929.30,18929.30,18929.30,18929.30,25,1500,18855.02,1531705.00
29.05.20 10:09:59,18877.10,18918.05,18877.10,18918.05,50,1475,18855.84,1512665.00
29.05.20 10:10:59,18880.00,18935.20,18880.00,18935.20,50,1475,18856.82,1512665.00
29.05.20 10:14:59,18846.75,18846.75,18846.75,18846.75,100,1525,18856.45,1524960.00
29.05.20 10:15:59,18847.00,18847.00,18847.00,18847.00,25,1425,18856.37,1524860.00
29.05.20 10:16:59,18834.00,18834.00,18834.00,18834.00,25,1425,18856.17,1524860.00
29.05.20 10:18:59,18847.00,18847.00,18847.00,18847.00,25,1425,18856.09,1529305.00
29.05.20 10:24:59,18884.85,18884.85,18884.85,18884.85,50,1450,18856.59,1532170.00
29.05.20 10:25:59,18885.00,18900.00,18885.00,18900.00,50,1450,18857.20,1532170.00
29.05.20 10:27:59,18940.00,18940.00,18940.00,18940.00,125,1450,18860.37,1540540.00
29.05.20 10:31:59,18942.45,18942.45,18942.45,18942.45,325,1350,18868.26,1543845.00
29.05.20 10:34:59,18916.00,18916.00,18916.00,18916.00,625,1650,18875.72,1553915.00
29.05.20 10:35:59,18950.00,19000.00,18950.00,19000.00,300,2225,18881.86,1565745.00
29.05.20 10:36:59,19000.00,19135.35,19000.00,19135.35,900,2225,18916.04,1565745.00
29.05.20 10:37:59,19000.00,19006.75,19000.00,19006.75,50,2225,18916.87,1565745.00
29.05.20 10:38:59,19045.60,19045.60,19045.60,19045.60,25,2875,18917.48,1557945.00
29.05.20 10:40:59,19100.00,19100.00,19100.00,19100.00,25,2875,18918.34,1557945.00
29.05.20 10:41:59,19200.00,19200.00,19138.05,19150.00,75,2875,18921.75,1557415.00
29.05.20 10:45:59,19140.00,19168.75,19140.00,19160.35,75,2850,18924.98,1578545.00
29.05.20 10:46:59,19132.90,19132.90,19132.90,19132.90,25,2850,18925.93,1578545.00
29.05.20 10:47:59,19101.60,19101.60,19101.60,19101.60,25,2850,18926.72,1587065.00
29.05.20 10:49:59,19049.75,19049.75,19049.75,19049.75,450,2900,18936.37,1587115.00
29.05.20 10:56:59,19046.90,19046.90,19046.90,19046.90,25,3025,18936.83,1574365.00
29.05.20 10:58:59,19045.00,19045.00,19045.00,19045.00,25,3000,18937.28,1574340.00
29.05.20 10:59:59,19000.00,19000.00,19000.00,19000.00,25,3000,18937.54,1577155.00
29.05.20 11:04:59,19031.25,19031.25,19031.25,19031.25,25,3000,18937.93,1579460.00
29.05.20 11:05:59,19050.00,19050.00,19050.00,19050.00,25,3025,18938.39,1581125.00
29.05.20 11:09:59,19100.00,19100.00,19100.00,19100.00,25,3000,18939.05,1581685.00
29.05.20 11:25:59,19042.05,19042.05,19042.05,19042.05,25,3025,18939.47,1595485.00
29.05.20 11:32:59,19079.00,19079.00,19079.00,19079.00,25,3050,18940.04,1596735.00
29.05.20 11:34:59,19132.60,19132.60,19132.60,19132.60,50,3075,18941.59,1596760.00
29.05.20 11:35:59,19111.70,19111.70,19111.70,19111.70,25,3075,18942.28,1596380.00
29.05.20 11:37:59,19082.35,19082.35,19082.35,19082.35,25,3025,18942.84,1596330.00
29.05.20 11:38:59,19079.00,19079.00,19040.85,19040.85,50,3050,18943.77,1592705.00
29.05.20 11:41:59,19041.00,19041.00,19030.00,19030.00,50,3050,18944.49,1599040.00
29.05.20 11:42:59,19000.00,19000.00,19000.00,19000.00,125,3075,18945.56,1599065.00
29.05.20 11:46:59,18980.00,18980.00,18980.00,18980.00,25,3075,18945.69,1610535.00
29.05.20 11:49:59,18950.00,18950.00,18950.00,18950.00,25,3075,18945.71,1600665.00
29.05.20 11:52:59,18932.45,18932.45,18932.45,18932.45,25,3100,18945.66,1602700.00
29.05.20 11:53:59,18974.75,18974.75,18974.75,18974.75,25,3100,18945.77,1606380.00
29.05.20 11:57:59,18974.75,18974.75,18974.75,18974.75,25,3150,18945.88,1604930.00
29.05.20 11:59:59,18980.45,18980.45,18980.45,18980.45,25,3150,18946.01,1605830.00
29.05.20 12:02:59,18900.00,18900.00,18900.00,18900.00,200,3125,18944.66,1603340.00
29.05.20 12:03:59,18900.00,18900.00,18900.00,18900.00,50,3125,18944.34,1603340.00
29.05.20 12:04:59,18853.70,18853.70,18853.70,18853.70,25,3125,18944.01,1603340.00
29.05.20 12:06:59,18917.60,18917.60,18917.60,18917.60,25,3350,18943.91,1596000.00
29.05.20 12:09:59,18945.20,18945.20,18945.20,18945.20,100,3325,18943.66,1594565.00
29.05.20 12:13:59,18940.25,18940.25,18940.25,18940.25,25,3400,18943.65,1599465.00
29.05.20 12:15:59,18930.00,18930.00,18930.00,18930.00,25,3425,18943.60,1597630.00
29.05.20 12:16:59,18960.00,19000.00,18960.00,19000.00,150,3425,18944.53,1597630.00
29.05.20 12:17:59,19000.00,19026.70,19000.00,19026.70,50,3425,18945.00,1592505.00
29.05.20 12:18:59,19018.55,19018.55,19018.55,19018.55,25,3475,18945.25,1592555.00
29.05.20 12:24:59,18959.20,18959.20,18959.20,18959.20,25,3475,18945.30,1634840.00
29.05.20 12:26:59,18970.00,18970.00,18970.00,18970.00,25,3475,18945.39,1638640.00
29.05.20 12:30:59,18918.55,18918.55,18918.55,18918.55,125,3475,18944.94,1642175.00
29.05.20 12:33:59,18945.35,18945.35,18945.35,18945.35,25,3525,18944.94,1638540.00
29.05.20 12:36:59,18947.85,18947.85,18947.85,18947.85,25,3525,18944.95,1639540.00
29.05.20 12:42:59,18935.00,18935.00,18935.00,18935.00,25,3525,18944.92,1637300.00
29.05.20 12:54:59,18996.00,18999.00,18996.00,18999.00,50,3550,18945.26,1633645.00
29.05.20 12:57:59,19003.35,19003.35,19003.35,19003.35,25,3550,18945.45,1637440.00
29.05.20 13:11:59,18900.00,18900.00,18900.00,18900.00,175,3525,18944.43,1664155.00
29.05.20 13:15:59,18904.60,18904.60,18900.00,18900.00,100,3525,18943.88,1655895.00
29.05.20 13:17:59,18930.00,18930.00,18930.00,18930.00,25,3525,18943.84,1655895.00
29.05.20 13:19:59,18901.00,18901.00,18900.00,18900.00,50,3600,18943.57,1652520.00
29.05.20 13:23:59,18920.00,18920.00,18920.00,18920.00,25,3650,18943.50,1659090.00
29.05.20 13:25:59,18940.00,18940.00,18940.00,18940.00,25,3650,18943.48,1661350.00
29.05.20 13:30:59,18981.00,18981.00,18981.00,18981.00,25,3650,18943.60,1664565.00
29.05.20 13:31:59,19010.00,19010.00,19010.00,19010.00,100,3650,18944.42,1664565.00
29.05.20 13:54:59,18906.30,18906.30,18906.30,18906.30,25,3650,18944.30,1677230.00
29.05.20 13:55:59,18936.95,18936.95,18936.95,18936.95,25,3650,18944.28,1677230.00
29.05.20 14:02:59,18995.75,18995.75,18995.75,18995.75,100,3650,18944.90,1682515.00
29.05.20 14:05:59,19050.00,19100.00,19050.00,19100.00,125,3750,18946.60,1684835.00
29.05.20 14:06:59,19130.00,19160.15,19130.00,19160.15,75,3875,18948.39,1685600.00
29.05.20 14:07:59,19145.45,19145.45,19145.45,19145.45,50,3875,18949.55,1685600.00
29.05.20 14:10:59,19066.50,19066.50,19066.50,19066.50,200,3875,18952.26,1697895.00
29.05.20 14:11:59,19100.00,19100.00,19095.00,19095.00,50,3875,18953.08,1697895.00
29.05.20 14:13:59,19133.00,19133.00,19133.00,19133.00,25,3725,18953.59,1699960.00
29.05.20 14:17:59,19128.40,19128.40,19128.40,19128.40,25,3700,18954.09,1706905.00
29.05.20 14:19:59,19132.00,19132.00,19132.00,19132.00,25,3725,18954.59,1713225.00
29.05.20 14:22:59,19140.00,19140.00,19140.00,19140.00,25,3725,18955.11,1716355.00
29.05.20 14:25:59,19125.00,19125.00,19125.00,19125.00,25,3725,18955.58,1725325.00
29.05.20 14:26:59,19108.00,19108.00,19084.75,19084.75,100,3725,18957.08,1725325.00
29.05.20 14:28:59,19000.00,19005.00,19000.00,19005.00,150,3800,18957.85,1727500.00
29.05.20 14:30:59,19068.95,19068.95,19068.95,19068.95,25,3800,18958.15,1725760.00
29.05.20 14:40:59,19100.00,19100.00,19100.00,19100.00,25,3800,18958.53,1744665.00
