0,1,2,3,4,5,6,7,8,9,10
28.02.20 09:15:59,29857.60,29857.60,29624.70,29800.00,440,0,1036220.00,,,
28.02.20 09:16:59,29715.45,29852.80,29715.45,29852.80,80,0,1036220.00,,,
28.02.20 09:17:59,29782.45,29782.45,29782.45,29782.45,40,500,1093800.00,,,
28.02.20 09:18:59,29790.00,29800.00,29790.00,29800.00,40,500,1093800.00,,,
28.02.20 09:20:59,29756.95,29756.95,29756.95,29756.95,20,500,1119740.00,,,
28.02.20 09:21:59,29794.00,29794.00,29790.00,29790.00,100,500,1119740.00,,,
28.02.20 09:23:59,29820.75,29820.75,29790.00,29790.00,40,580,1130540.00,,,
28.02.20 09:24:59,29790.00,29791.35,29790.00,29791.35,60,580,33620.00,,,
28.02.20 09:25:59,29765.85,29765.85,29765.85,29765.85,80,580,1130540.00,,,
28.02.20 09:26:59,29748.10,29748.10,29748.10,29748.10,20,580,1149540.00,,,
28.02.20 09:27:59,29788.40,29788.40,29749.45,29749.45,40,720,1149680.00,,,
28.02.20 09:31:59,29782.10,29782.10,29782.10,29782.10,20,740,1161840.00,,,
28.02.20 09:32:59,29750.00,29750.00,29714.35,29714.35,40,760,1173760.00,,,
28.02.20 09:33:59,29751.00,29751.00,29751.00,29751.00,60,760,1173760.00,,,
28.02.20 09:36:59,29720.00,29720.00,29700.00,29700.00,60,780,1189860.00,,,
28.02.20 09:37:59,29678.45,29678.45,29678.45,29678.45,20,780,1189860.00,,,
28.02.20 09:39:59,29678.00,29678.00,29678.00,29678.00,20,780,1219160.00,,,
28.02.20 09:40:59,29678.00,29695.00,29675.00,29695.00,300,780,1219160.00,,,
28.02.20 09:46:59,29681.55,29681.55,29681.55,29681.55,20,1020,1269880.00,,,
28.02.20 09:47:59,29666.00,29666.00,29666.00,29666.00,20,1020,1281260.00,,,
28.02.20 09:48:59,29650.00,29650.00,29650.00,29650.00,40,1020,1281260.00,,,
28.02.20 09:50:59,29650.00,29650.00,29650.00,29650.00,20,1020,1290880.00,,,
28.02.20 09:52:59,29620.00,29627.30,29620.00,29627.30,120,1060,1290920.00,,,
28.02.20 09:53:59,29665.80,29665.80,29665.80,29665.80,60,1060,1306020.00,,,
28.02.20 09:56:59,29552.10,29552.10,29552.10,29552.10,20,1220,1335900.00,,,
28.02.20 09:58:59,29538.00,29538.00,29538.00,29538.00,20,1220,1335900.00,,,
28.02.20 10:01:59,29581.80,29581.80,29581.80,29581.80,20,1240,1355580.00,,,
28.02.20 10:02:59,29584.90,29584.90,29584.90,29584.90,20,1240,1363340.00,,,
28.02.20 10:07:59,29626.10,29626.10,29626.10,29626.10,20,1240,1373720.00,,,
28.02.20 10:12:59,29600.00,29612.65,29600.00,29612.65,40,1260,1389820.00,,,
28.02.20 10:21:59,29630.95,29630.95,29630.95,29630.95,20,1260,1399440.00,,,
28.02.20 10:22:59,29651.90,29651.90,29651.90,29651.90,20,1260,1399440.00,,,
28.02.20 10:25:59,29622.20,29622.20,29620.00,29620.00,60,1280,1401300.00,,,
28.02.20 10:39:59,29620.00,29620.00,29620.00,29620.00,100,1280,1413220.00,,,
28.02.20 10:56:59,29610.00,29610.00,29610.00,29610.00,20,1180,1429160.00,,,
28.02.20 11:04:59,29630.00,29630.00,29630.00,29630.00,40,1180,1433760.00,,,
28.02.20 11:07:59,29633.85,29633.85,29633.85,29633.85,40,1180,1431380.00,,,
28.02.20 11:09:59,29610.00,29610.00,29610.00,29610.00,20,1220,1431800.00,,,
28.02.20 11:30:59,29591.00,29591.00,29591.00,29591.00,20,1220,1456700.00,,,
28.02.20 11:40:59,29574.30,29574.30,29574.30,29574.30,20,1220,1454960.00,,,
28.02.20 11:53:59,29570.00,29570.00,29570.00,29570.00,40,1220,1471740.00,,,
28.02.20 11:54:59,29570.00,29570.00,29570.00,29570.00,20,1220,1471680.00,,,
28.02.20 11:56:59,29550.00,29550.00,29500.00,29500.00,220,1220,1478300.00,,,
28.02.20 12:00:59,29500.00,29500.00,29500.00,29500.00,20,1400,1486600.00,,,
28.02.20 12:01:59,29503.50,29503.50,29503.50,29503.50,20,1400,1486600.00,,,
28.02.20 12:05:59,29499.70,29499.70,29499.70,29499.70,20,1400,1492060.00,,,
28.02.20 12:09:59,29480.00,29480.00,29475.00,29475.00,220,1420,1492020.00,,,
28.02.20 12:11:59,29464.65,29464.65,29464.65,29464.65,20,0,1490100.00,,,
