0,1,2,3,4,5,6,7
29.03.19 09:15:59,30849.90,30849.90,30817.65,30817.65,0,0,
29.03.19 09:16:59,30817.65,30817.65,30619.65,30619.65,40,20,
29.03.19 09:17:59,30619.65,30619.65,30615.00,30615.00,20,20,
29.03.19 09:18:59,30615.00,30642.35,30615.00,30642.35,20,20,
29.03.19 09:19:59,30642.35,30642.35,30642.35,30642.35,0,20,
29.03.19 09:20:59,30642.35,30642.35,30642.35,30642.35,0,20,
29.03.19 09:21:59,30642.35,30642.35,30642.35,30642.35,0,20,
29.03.19 09:22:59,30642.35,30642.35,30642.35,30642.35,0,20,
29.03.19 09:23:59,30642.35,30695.15,30642.35,30695.15,40,80,
29.03.19 09:24:59,30695.15,30695.15,30695.15,30695.15,0,80,
29.03.19 09:25:59,30695.15,30695.15,30695.15,30695.15,0,80,
29.03.19 09:26:59,30695.15,30695.15,30695.15,30695.15,0,80,
29.03.19 09:27:59,30695.15,30695.15,30695.15,30695.15,0,80,
29.03.19 09:28:59,30695.15,30700.00,30695.15,30700.00,120,120,
29.03.19 09:29:59,30700.00,30700.00,30700.00,30700.00,0,120,
29.03.19 09:30:59,30700.00,30700.00,30690.00,30690.00,20,120,
29.03.19 09:31:59,30690.00,30690.00,30690.00,30690.00,0,120,
29.03.19 09:32:59,30690.00,30690.00,30690.00,30690.00,0,120,
29.03.19 09:33:59,30690.00,30690.00,30690.00,30690.00,0,120,
29.03.19 09:34:59,30690.00,30690.00,30690.00,30690.00,0,120,
29.03.19 09:35:59,30690.00,30690.00,30620.00,30620.00,20,260,
29.03.19 09:36:59,30620.00,30620.00,30620.00,30620.00,0,260,
29.03.19 09:37:59,30620.00,30620.00,30513.55,30560.00,40,280,
29.03.19 09:38:59,30560.00,30560.00,30543.10,30543.10,20,280,
29.03.19 09:39:59,30543.10,30543.10,30543.10,30543.10,0,280,
29.03.19 09:40:59,30543.10,30543.10,30543.10,30543.10,0,280,
29.03.19 09:41:59,30543.10,30543.10,30543.10,30543.10,0,280,
29.03.19 09:42:59,30543.10,30543.10,30543.10,30543.10,0,280,
29.03.19 09:43:59,30543.10,30543.10,30543.10,30543.10,0,280,
29.03.19 09:44:59,30543.10,30543.10,30543.10,30543.10,0,280,
29.03.19 09:45:59,30543.10,30565.00,30543.10,30565.00,20,260,
29.03.19 09:46:59,30565.00,30565.00,30565.00,30565.00,0,260,
29.03.19 09:47:59,30565.00,30565.00,30565.00,30565.00,0,260,
29.03.19 09:48:59,30565.00,30565.00,30565.00,30565.00,0,260,
29.03.19 09:49:59,30565.00,30565.00,30565.00,30565.00,0,260,
29.03.19 09:50:59,30565.00,30565.00,30565.00,30565.00,0,260,
29.03.19 09:51:59,30565.00,30565.00,30555.00,30555.00,20,280,
29.03.19 09:52:59,30555.00,30555.00,30555.00,30555.00,0,280,
29.03.19 09:53:59,30555.00,30555.00,30555.00,30555.00,0,280,
29.03.19 09:54:59,30555.00,30555.00,30555.00,30555.00,0,280,
29.03.19 09:55:59,30555.00,30555.00,30555.00,30555.00,0,280,
29.03.19 09:56:59,30555.00,30555.00,30555.00,30555.00,0,280,
29.03.19 09:57:59,30555.00,30555.00,30516.35,30516.35,20,280,
29.03.19 09:58:59,30516.35,30571.20,30516.35,30571.20,20,280,
