0,1,2,3,4,5,6
04.10.19 09:44:59,0.70,1.00,0.70,0.70,7500,0
04.10.19 09:45:59,0.50,0.80,0.40,0.80,22500,0
04.10.19 09:46:59,0.85,0.85,0.85,0.85,21975,0
04.10.19 09:47:59,0.85,0.85,0.65,0.65,12150,7500
04.10.19 09:48:59,0.70,0.70,0.70,0.70,11025,7500
04.10.19 11:57:59,0.55,0.55,0.30,0.40,22500,0
04.10.19 11:58:59,0.40,0.40,0.35,0.35,17850,0
04.10.19 11:59:59,0.60,0.70,0.60,0.70,20775,750
04.10.19 12:01:59,0.40,0.40,0.40,0.40,225,750
04.10.19 12:32:59,0.50,0.50,0.50,0.50,7500,225
04.10.19 12:33:59,0.55,0.55,0.55,0.55,22500,225
04.10.19 12:40:59,0.60,0.60,0.60,0.60,22500,225
04.10.19 12:41:59,0.70,0.70,0.55,0.55,37500,225
04.10.19 12:42:59,0.40,0.40,0.40,0.40,150,0
04.10.19 14:30:59,0.50,0.50,0.50,0.50,150,150
09.10.19 10:05:59,0.45,0.45,0.45,0.45,600,225
09.10.19 10:06:59,0.55,0.65,0.25,0.50,27825,225
09.10.19 10:07:59,0.45,0.50,0.45,0.50,1650,225
