date,open,high,low,close,volume,oi
2018-09-21 12:04:00,1850.00,1850.00,1850.00,1850.00,0,0
2018-09-21 12:08:00,1850.00,1850.00,1850.00,1850.00,0,0
2018-09-21 12:12:00,1850.00,1850.00,1850.00,1850.00,0,0
2018-09-21 12:13:00,1850.00,1850.00,1850.00,1850.00,0,0
2018-09-21 12:14:00,1850.00,1850.00,1850.00,1850.00,0,0
2018-09-21 12:17:00,1850.00,1850.00,1850.00,1850.00,0,0
2018-09-21 12:21:00,1850.00,1850.00,1850.00,1850.00,0,0
2018-09-21 12:22:00,1875.00,1875.00,1875.00,1875.00,0,40
2018-09-21 12:24:00,1875.00,1875.00,1875.00,1875.00,0,0
2018-09-21 12:25:00,1875.00,1875.00,1860.00,1860.00,80,80
2018-09-21 12:26:00,1860.00,1860.00,1860.00,1860.00,40,80
2018-09-21 12:27:00,1860.00,1860.00,1860.00,1860.00,0,0
2018-09-21 12:28:00,1860.00,1860.00,1860.00,1860.00,40,200
2018-09-21 12:29:00,1860.00,1860.00,1860.00,1860.00,0,0
2018-09-21 12:30:00,1860.00,1860.00,1860.00,1860.00,0,0
2018-09-21 12:31:00,1860.00,1860.00,1850.00,1850.00,40,200
2018-09-21 12:32:00,1850.00,1850.00,1850.00,1850.00,0,0
2018-09-21 12:33:00,1850.00,1850.00,1850.00,1850.00,0,0
2018-09-21 12:34:00,1850.00,1850.00,1840.00,1840.00,80,280
2018-09-21 12:35:00,1840.00,1840.00,1840.00,1840.00,0,0
2018-09-21 12:36:00,1840.00,1840.00,1840.00,1840.00,0,0
2018-09-21 12:37:00,1840.00,1840.00,1840.00,1840.00,0,0
2018-09-21 12:39:00,1840.00,1840.00,1840.00,1840.00,0,0
2018-09-21 12:40:00,1840.00,1840.00,1840.00,1840.00,0,0
2018-09-21 12:42:00,1840.00,1840.00,1840.00,1840.00,0,0
2018-09-21 12:46:00,1840.00,1840.00,1840.00,1840.00,0,0
2018-09-21 12:47:00,1840.00,1840.00,1840.00,1840.00,0,0
2018-09-21 12:48:00,1840.00,1840.00,1840.00,1840.00,0,0
2018-09-21 12:49:00,1840.00,1840.00,1840.00,1840.00,0,0
2018-09-21 12:50:00,1840.00,1840.00,1840.00,1840.00,0,0
2018-09-21 12:52:00,1840.00,1840.00,1840.00,1840.00,0,0
2018-09-21 12:53:00,1840.00,1840.00,1840.00,1840.00,0,0
2018-09-21 12:59:00,1840.00,1840.00,1840.00,1840.00,0,0
2018-09-21 13:02:00,1840.00,1840.00,1840.00,1840.00,0,0
2018-09-21 13:04:00,1840.00,1840.00,1840.00,1840.00,0,0
2018-09-21 13:08:00,1840.00,1840.00,1840.00,1840.00,0,0
2018-09-21 13:22:00,1840.00,1840.00,1840.00,1840.00,0,0
2018-09-21 13:28:00,1840.00,1840.00,1840.00,1840.00,0,0
2018-09-21 13:32:00,1840.00,1840.00,1840.00,1840.00,0,0
2018-09-21 13:36:00,1840.00,1840.00,1840.00,1840.00,0,0
2018-09-21 13:37:00,1840.00,1840.00,1840.00,1840.00,0,0
2018-09-21 13:53:00,1840.00,1840.00,1840.00,1840.00,0,0
2018-09-21 13:57:00,1840.00,1840.00,1840.00,1840.00,0,0
2018-09-21 13:58:00,1840.00,1840.00,1840.00,1840.00,0,0
2018-09-21 14:15:00,1840.00,1840.00,1840.00,1840.00,0,0
2018-09-21 14:23:00,1840.00,1840.00,1840.00,1840.00,0,0
2018-09-21 14:24:00,1840.00,1840.00,1840.00,1840.00,0,0
2018-09-21 14:53:00,1840.00,1840.00,1840.00,1840.00,0,0
2018-09-21 14:56:00,1840.00,1840.00,1840.00,1840.00,0,0
2018-09-21 14:58:00,1840.00,1840.00,1840.00,1840.00,0,0
2018-09-21 15:16:00,1840.00,1840.00,1840.00,1840.00,0,0
2018-09-21 15:18:00,1840.00,1840.00,1840.00,1840.00,0,0
2018-09-21 15:20:00,1840.00,1840.00,1840.00,1840.00,0,0
2018-09-21 15:21:00,1840.00,1840.00,1840.00,1840.00,0,0
2018-09-21 15:22:00,1840.00,1840.00,1840.00,1840.00,0,0
2018-09-21 15:23:00,1840.00,1840.00,1840.00,1840.00,0,0
2018-09-25 09:47:00,712.05,712.05,712.05,712.05,0,360
2018-09-25 09:48:00,712.05,712.05,712.05,712.05,0,0
2018-09-25 09:49:00,712.05,712.05,712.05,712.05,0,0
2018-09-25 09:50:00,712.05,712.05,712.05,712.05,0,0
2018-09-25 09:51:00,712.05,712.05,712.05,712.05,0,0
2018-09-25 09:52:00,712.05,712.05,712.05,712.05,0,0
2018-09-25 09:53:00,712.05,712.05,712.05,712.05,0,0
2018-09-25 09:54:00,712.05,712.05,712.05,712.05,0,0
2018-09-25 09:55:00,712.05,712.05,712.05,712.05,0,0
2018-09-25 09:56:00,712.05,712.05,712.05,712.05,0,0
2018-09-25 09:57:00,712.05,824.40,712.05,824.40,240,360
2018-09-25 09:58:00,824.40,824.40,824.40,824.40,0,0
2018-09-25 09:59:00,824.40,824.40,824.40,824.40,0,0
2018-09-25 10:00:00,824.40,824.40,824.40,824.40,0,0
2018-09-25 10:01:00,824.40,824.40,824.40,824.40,0,0
2018-09-25 10:02:00,824.40,824.40,824.40,824.40,0,0
2018-09-25 10:03:00,824.40,824.40,824.40,824.40,0,0
2018-09-25 10:04:00,824.40,824.40,824.40,824.40,0,0
2018-09-25 10:05:00,824.40,824.40,824.40,824.40,0,0
2018-09-25 10:06:00,824.40,824.40,824.40,824.40,0,0
2018-09-25 10:07:00,824.40,824.40,824.40,824.40,0,0
2018-09-25 10:08:00,824.40,824.40,824.40,824.40,0,0
2018-09-25 10:09:00,824.40,824.40,824.40,824.40,0,0
2018-09-25 10:10:00,824.40,824.40,824.40,824.40,0,0
2018-09-25 10:11:00,824.40,824.40,824.40,824.40,0,0
2018-09-25 10:12:00,824.40,824.40,824.40,824.40,0,0
2018-09-25 10:13:00,824.40,824.40,824.40,824.40,0,0
2018-09-25 10:14:00,824.40,824.40,824.40,824.40,0,0
2018-09-25 10:15:00,824.40,824.40,824.40,824.40,0,0
2018-09-25 10:16:00,824.40,824.40,824.40,824.40,0,0
2018-09-25 10:17:00,824.40,824.40,824.40,824.40,0,0
2018-09-25 10:18:00,824.40,824.40,824.40,824.40,0,0
2018-09-25 10:19:00,824.40,824.40,824.40,824.40,0,0
2018-09-25 10:20:00,824.40,824.40,824.40,824.40,0,0
2018-09-25 10:21:00,824.40,824.40,824.40,824.40,0,0
2018-09-25 10:22:00,824.40,824.40,824.40,824.40,0,0
2018-09-25 10:23:00,824.40,824.40,824.40,824.40,0,0
2018-09-25 10:24:00,824.40,824.40,824.40,824.40,0,0
2018-09-25 10:25:00,824.40,824.40,824.40,824.40,0,0
2018-09-25 10:26:00,824.40,824.40,824.40,824.40,0,0
2018-09-25 10:27:00,824.40,824.40,824.40,824.40,0,0
2018-09-25 10:28:00,824.40,824.40,824.40,824.40,0,0
2018-09-25 10:29:00,824.40,824.40,824.40,824.40,0,0
2018-09-25 10:30:00,824.40,824.40,824.40,824.40,0,0
2018-09-25 10:31:00,824.40,824.40,824.40,824.40,0,0
2018-09-25 10:32:00,824.40,824.40,824.40,824.40,0,0
2018-09-25 10:33:00,824.40,824.40,824.40,824.40,0,0
