0,1,2,3,4,5,6,7,8,9
25.03.20 10:30:59,0.50,0.50,0.50,0.50,75,0,,,
26.03.20 09:25:59,314.25,314.25,314.25,314.25,75,75,,,
13.04.20 15:25:59,155.30,155.30,155.30,155.30,75,75,,,
15.04.20 11:42:59,120.00,120.00,120.00,120.00,75,75,,,
15.04.20 12:58:59,87.70,87.70,87.70,87.70,75,150,,,
15.04.20 15:27:59,90.00,90.00,90.00,90.00,75,150,,,
15.04.20 15:28:59,89.95,89.95,89.95,89.95,75,150,,,
17.04.20 11:58:59,88.50,88.50,88.50,88.50,75,225,,,
17.04.20 13:54:59,61.05,61.05,61.05,61.05,75,300,,,
20.04.20 14:07:59,61.05,61.05,61.05,61.05,75,300,,,
21.04.20 15:17:59,60.00,60.00,60.00,60.00,75,375,,,
23.04.20 09:44:59,56.00,56.00,56.00,56.00,150,375,,,
23.04.20 14:30:59,49.95,49.95,49.95,49.95,150,375,,,
24.04.20 10:15:59,33.95,33.95,33.95,33.95,75,450,33.95,,0.00
24.04.20 10:39:59,45.90,45.90,45.90,45.90,75,525,39.92,,0.00
24.04.20 14:01:59,42.00,42.00,42.00,42.00,75,600,40.61,,0.00
24.04.20 14:49:59,41.00,41.00,41.00,41.00,150,675,40.77,,0.00
24.04.20 14:51:59,42.00,42.00,42.00,42.00,75,675,40.97,,0.00
29.04.20 13:17:59,30.00,30.00,30.00,30.00,150,675,30.00,,0.00
29.04.20 13:54:59,37.00,37.00,37.00,37.00,75,825,32.33,,0.00
29.04.20 14:09:59,36.00,36.00,36.00,36.00,75,900,33.25,,0.00
04.05.20 09:46:59,37.00,37.00,37.00,37.00,75,975,37.00,,0.00
04.05.20 14:55:59,32.00,32.00,32.00,32.00,150,1050,33.66,,0.00
05.05.20 13:07:59,26.80,26.80,26.80,26.80,75,1200,26.80,,0.00
05.05.20 15:19:59,34.90,34.90,34.90,34.90,75,1200,30.85,,0.00
06.05.20 14:01:59,34.45,34.45,34.45,34.45,150,1200,34.45,,0.00
11.05.20 14:49:59,19.95,20.00,19.95,20.00,150,1200,19.97,,0.00
11.05.20 15:04:59,21.90,21.90,21.90,21.90,75,1200,20.61,,0.00
12.05.20 12:32:59,24.95,24.95,24.95,24.95,75,1200,24.95,,0.00
12.05.20 14:35:59,20.05,20.05,20.00,20.00,150,1200,21.66,,0.00
12.05.20 15:02:59,20.00,20.00,20.00,20.00,75,1200,21.25,,0.00
12.05.20 15:19:59,19.00,19.00,19.00,19.00,75,1275,20.80,,0.00
13.05.20 09:25:59,19.00,19.00,19.00,19.00,150,1200,19.00,,0.00
13.05.20 10:09:59,19.00,19.00,18.95,19.00,225,1200,18.98,,0.00
13.05.20 11:04:59,19.90,19.90,19.90,19.90,75,1275,19.13,,0.00
13.05.20 11:29:59,19.90,19.90,19.90,19.90,75,1275,19.24,,0.00
13.05.20 12:51:59,19.50,19.50,19.50,19.50,75,1350,19.27,,0.00
14.05.20 10:55:59,15.00,15.00,15.00,15.00,150,1350,15.00,,0.00
14.05.20 12:27:59,18.35,18.35,18.35,18.35,75,1425,16.11,,0.00
14.05.20 12:31:59,18.35,18.35,18.35,18.35,75,1500,16.67,,0.00
14.05.20 12:36:59,18.35,18.35,18.35,18.35,75,1575,17.01,,0.00
14.05.20 12:46:59,18.35,18.35,18.35,18.35,75,1650,17.23,,0.00
14.05.20 14:37:59,19.00,19.00,19.00,19.00,150,1650,17.67,,0.00
14.05.20 14:39:59,16.10,16.10,16.10,16.10,75,1650,17.50,,0.00
19.05.20 09:56:59,16.10,16.10,16.10,16.10,75,0,16.10,,
19.05.20 13:08:59,16.10,16.10,16.10,16.10,75,1575,16.10,,
20.05.20 10:57:59,12.00,12.00,12.00,12.00,150,1650,12.00,,
21.05.20 14:24:59,8.50,8.50,8.50,8.50,225,1650,8.50,,
21.05.20 15:12:59,8.00,8.00,8.00,8.00,150,1875,8.30,,
22.05.20 09:25:59,7.00,7.00,7.00,7.00,150,2025,7.00,,
22.05.20 11:30:59,7.00,7.00,7.00,7.00,150,2025,7.00,,
22.05.20 14:35:59,7.00,7.00,7.00,7.00,150,2025,7.00,,
27.05.20 13:47:59,3.10,3.10,3.10,3.10,75,1875,3.10,,
27.05.20 13:57:59,3.90,3.90,3.90,3.90,375,1950,3.76,,
27.05.20 14:09:59,4.90,4.90,4.90,4.90,75,0,3.92,,
28.05.20 12:49:59,3.05,3.05,3.05,3.05,75,1500,3.05,,
04.06.20 11:41:59,3.05,3.05,3.05,3.05,75,1575,3.05,,
05.06.20 10:14:59,3.00,3.00,3.00,3.00,225,1575,3.00,,
05.06.20 11:18:59,2.75,2.75,2.75,2.75,225,1575,2.87,,
05.06.20 15:02:59,3.00,3.00,3.00,3.00,150,1575,2.90,,
08.06.20 10:12:59,3.00,3.00,3.00,3.00,75,1725,3.00,,
08.06.20 11:05:59,2.95,2.95,2.95,2.95,75,1725,2.97,,
08.06.20 11:07:59,2.85,2.85,2.85,2.85,75,1725,2.93,,
08.06.20 11:35:59,2.50,2.50,2.50,2.50,75,1875,2.82,,
08.06.20 12:58:59,1.50,1.50,1.50,1.50,150,1950,2.40,,
08.06.20 13:13:59,1.50,1.50,1.50,1.50,75,1800,2.27,,
08.06.20 13:23:59,1.50,1.50,1.50,1.50,150,1725,2.10,,
08.06.20 13:24:59,1.50,1.50,1.50,1.50,75,1575,2.04,,
08.06.20 15:00:59,2.10,2.10,2.10,2.10,150,1500,2.05,,
08.06.20 15:28:59,2.10,2.10,2.10,2.10,900,1650,2.07,,
09.06.20 10:10:59,1.80,1.80,1.80,1.80,75,2400,1.80,,
09.06.20 10:14:59,1.50,1.50,1.50,1.50,375,2475,1.55,,
09.06.20 10:46:59,2.45,2.45,2.45,2.45,150,2850,1.73,,
09.06.20 12:10:59,1.50,1.50,1.50,1.50,75,2850,1.70,,
09.06.20 13:14:59,1.95,1.95,1.95,1.95,150,2850,1.74,,
09.06.20 13:18:59,1.95,1.95,1.95,1.95,300,3000,1.80,,
09.06.20 13:51:59,1.90,1.90,1.90,1.90,75,3300,1.80,,
09.06.20 15:24:59,1.95,1.95,1.95,1.95,75,3300,1.81,,
12.06.20 13:04:59,1.10,1.10,1.10,1.10,300,3300,1.10,,
12.06.20 13:12:59,1.10,1.10,1.10,1.10,75,3300,1.10,,
15.06.20 11:27:59,1.10,2.75,1.10,2.75,750,2925,2.56,,
15.06.20 15:23:59,1.50,1.50,1.50,1.50,75,3300,2.46,,
15.06.20 15:27:59,1.55,1.55,1.55,1.55,300,3300,2.22,,
16.06.20 12:22:59,1.55,1.55,1.55,1.55,225,3300,1.55,,
16.06.20 14:39:59,1.50,1.50,1.50,1.50,225,3300,1.52,,
18.06.20 12:31:59,0.20,0.20,0.20,0.20,675,3300,0.20,,
19.06.20 13:32:59,0.25,0.25,0.25,0.25,150,3300,0.25,,
22.06.20 14:22:59,0.25,0.25,0.25,0.25,750,3150,0.25,,
22.06.20 14:42:59,0.40,0.40,0.40,0.40,1575,3150,0.27,,
22.06.20 14:43:59,0.40,0.40,0.40,0.40,1425,3150,0.32,,
22.06.20 14:55:59,0.55,0.55,0.55,0.55,75,4725,0.32,,
22.06.20 15:15:59,0.55,0.55,0.55,0.55,75,4800,0.33,,
22.06.20 15:16:59,0.40,0.40,0.40,0.40,75,4800,0.33,,
22.06.20 15:28:59,0.40,0.40,0.40,0.40,75,4875,0.33,,
23.06.20 09:28:59,0.40,0.40,0.05,0.05,150,4800,0.22,,
23.06.20 09:39:59,0.90,0.90,0.90,0.90,150,4800,0.56,,
23.06.20 10:41:59,0.55,0.55,0.55,0.55,75,0,0.56,,
23.06.20 10:42:59,0.60,0.60,0.60,0.60,900,4950,0.58,,
23.06.20 10:43:59,0.60,0.60,0.60,0.60,300,4950,0.59,,
23.06.20 11:24:59,0.20,0.20,0.20,0.20,1275,5775,0.41,,
23.06.20 12:08:59,0.20,0.20,0.20,0.20,75,4500,0.41,,
23.06.20 15:06:59,0.35,0.35,0.35,0.35,75,4500,0.41,,
23.06.20 15:07:59,0.40,0.40,0.40,0.40,75,4500,0.41,,
23.06.20 15:10:59,0.40,0.40,0.40,0.40,75,4575,0.41,,
23.06.20 15:30:00,0.35,0.40,0.35,0.40,150,4650,0.40,,
24.06.20 09:41:59,0.10,0.10,0.10,0.10,75,4800,0.10,,
24.06.20 09:52:59,0.35,0.35,0.35,0.35,75,4725,0.22,,
24.06.20 14:06:59,0.10,0.10,0.10,0.10,75,4800,0.18,,
25.06.20 09:22:59,0.10,0.10,0.10,0.10,150,4725,0.10,,
25.06.20 09:24:59,0.10,0.10,0.10,0.10,2550,4725,0.10,,
25.06.20 09:27:59,0.05,0.05,0.05,0.05,75,7275,0.09,,
25.06.20 09:28:59,0.20,0.20,0.20,0.20,75,7275,0.10,,
25.06.20 09:30:59,0.20,0.20,0.20,0.20,75,7275,0.10,,
25.06.20 09:36:59,0.15,0.15,0.15,0.15,75,7275,0.10,,
25.06.20 11:25:59,0.15,0.15,0.15,0.15,75,7350,0.10,,
25.06.20 11:30:59,0.15,0.15,0.15,0.15,75,7425,0.10,,
25.06.20 11:34:59,0.05,0.05,0.05,0.05,75,7500,0.10,,
25.06.20 12:41:59,0.05,0.05,0.05,0.05,75,7425,0.10,,
25.06.20 13:29:59,0.05,0.05,0.05,0.05,900,7350,0.09,,
25.06.20 13:58:59,0.05,0.05,0.05,0.05,150,6450,0.09,,
25.06.20 14:31:59,0.05,0.05,0.05,0.05,75,6300,0.09,,
