0,1,2,3,4,5,6,7,8,9
09.12.20 14:12:59,5.05,5.05,5.05,5.05,50,0,5.05,5.05,10.90
09.12.20 14:13:59,5.05,5.05,5.00,5.00,100,0,5.04,3.25,10.90
09.12.20 14:52:59,9.90,9.90,9.90,9.90,25,150,5.73,3.35,9.90
09.12.20 15:30:00,3.45,3.45,3.45,3.45,125,175,4.96,3.45,8.90
10.12.20 09:33:59,3.50,3.50,3.50,3.50,25,175,3.50,3.30,8.10
10.12.20 09:56:59,6.95,6.95,6.00,6.00,150,150,5.75,3.65,6.00
10.12.20 10:05:59,5.65,5.65,5.65,5.65,125,125,5.70,5.05,5.85
10.12.20 10:09:59,5.05,5.05,5.05,5.05,125,125,5.51,5.00,5.30
10.12.20 10:17:59,5.25,5.25,5.05,5.05,225,125,5.41,5.00,5.30
10.12.20 10:18:59,5.00,5.30,5.00,5.15,100,125,5.38,5.00,5.20
10.12.20 10:19:59,5.00,5.00,5.00,5.00,50,125,5.36,5.00,5.25
10.12.20 10:34:59,5.25,5.25,5.25,5.25,25,500,5.35,5.00,5.50
10.12.20 10:42:59,5.50,5.50,5.50,5.50,200,500,5.38,5.05,5.40
10.12.20 10:44:59,7.75,7.75,7.75,7.75,75,500,5.43,5.05,5.65
10.12.20 10:49:59,5.65,5.65,5.65,5.65,25,750,5.44,5.05,5.60
10.12.20 11:01:59,5.00,5.00,5.00,5.00,75,775,5.41,3.85,5.00
10.12.20 11:16:59,7.20,7.20,7.20,7.20,300,850,5.53,4.05,6.00
10.12.20 11:40:59,6.25,6.25,6.25,6.25,75,1075,5.56,4.05,6.25
10.12.20 11:46:59,6.25,6.25,6.25,6.25,25,1075,5.57,4.05,6.25
10.12.20 11:53:59,6.25,6.25,6.25,6.25,50,1100,5.59,4.05,6.25
10.12.20 11:57:59,5.00,5.00,5.00,5.00,50,1150,5.58,5.00,6.20
10.12.20 12:39:59,5.70,5.70,5.70,5.70,25,1150,5.58,5.00,5.80
10.12.20 12:50:59,5.00,5.00,5.00,5.00,25,1175,5.57,4.05,5.70
10.12.20 13:09:59,5.00,5.00,5.00,5.00,25,1200,5.56,4.10,5.80
10.12.20 13:45:59,6.80,6.80,6.80,6.80,25,1200,5.58,4.65,6.90
10.12.20 14:09:59,7.40,7.40,7.40,7.40,25,1200,5.60,5.05,6.90
10.12.20 14:10:59,6.90,6.90,6.90,6.90,75,1225,5.65,5.05,6.95
10.12.20 14:12:59,7.20,7.20,7.20,7.20,25,1300,5.67,5.05,7.20
10.12.20 14:30:59,8.15,8.15,8.15,8.15,525,1325,5.97,5.25,7.55
10.12.20 14:31:59,7.55,7.55,7.55,7.55,25,1325,5.99,5.20,7.15
10.12.20 14:43:59,7.00,7.45,7.00,7.00,525,1825,6.18,5.90,7.00
10.12.20 14:46:59,5.90,5.90,5.90,5.90,50,2350,6.17,5.85,6.35
10.12.20 14:47:59,6.35,6.35,5.90,5.90,350,2350,6.18,5.90,6.55
10.12.20 14:48:59,5.85,5.85,5.85,5.85,75,2350,6.17,5.90,6.25
10.12.20 14:51:59,5.65,5.65,5.65,5.65,250,2700,6.14,5.20,6.25
10.12.20 14:53:59,5.20,5.80,5.20,5.25,125,2950,6.12,5.20,5.90
10.12.20 14:54:59,5.00,5.00,5.00,5.00,475,3300,6.00,4.55,5.00
10.12.20 14:55:59,5.00,5.00,5.00,5.00,50,3300,5.99,5.00,6.30
10.12.20 15:00:59,5.00,5.00,5.00,5.00,25,3250,5.98,5.00,6.60
10.12.20 15:02:59,5.50,5.50,5.50,5.50,25,3250,5.98,5.50,6.25
10.12.20 15:03:59,5.50,5.50,5.00,5.00,125,3250,5.96,5.20,5.95
10.12.20 15:06:59,6.10,6.10,6.10,6.10,350,3250,5.97,5.50,5.95
10.12.20 15:07:59,5.50,5.50,5.50,5.50,25,3500,5.96,5.30,5.60
10.12.20 15:08:59,5.80,5.80,5.25,5.25,375,3500,5.92,4.60,5.35
10.12.20 15:10:59,5.25,5.25,5.25,5.25,75,3650,5.91,4.55,5.10
10.12.20 15:11:59,5.40,5.40,4.50,4.50,1700,3650,5.62,4.10,4.35
10.12.20 15:12:59,3.85,3.85,3.60,3.60,1800,3650,5.25,3.85,4.00
10.12.20 15:13:59,3.90,3.90,3.90,3.90,125,5525,5.24,3.30,4.00
10.12.20 15:14:59,4.00,4.00,4.00,4.00,100,5525,5.22,3.25,4.00
10.12.20 15:15:59,3.95,3.95,3.05,3.05,825,5875,5.05,3.05,3.90
10.12.20 15:16:59,3.05,3.05,3.05,3.05,200,5875,5.01,2.90,3.50
10.12.20 15:17:59,2.95,2.95,2.85,2.85,350,5875,4.94,2.85,3.90
10.12.20 15:20:59,2.90,3.60,2.90,3.60,50,6025,4.93,2.95,3.60
10.12.20 15:21:59,3.60,3.60,2.90,2.95,250,6175,4.88,2.95,3.90
10.12.20 15:22:59,2.95,2.95,2.90,2.90,100,6175,4.87,2.90,3.60
10.12.20 15:23:59,3.45,3.50,3.45,3.50,225,6175,4.84,3.20,3.50
10.12.20 15:24:59,3.50,3.50,3.50,3.50,200,6175,4.81,3.30,3.50
10.12.20 15:25:59,3.20,3.50,3.05,3.05,1000,6175,4.70,2.95,3.50
10.12.20 15:27:59,3.35,3.35,3.35,3.35,50,6175,4.69,3.35,3.50
