,date,open,high,low,close,volume,oi
0,2019-12-09 09:37:00,1032.65,1032.65,1032.0,1032.0,260,0
1,2019-12-09 09:38:00,1032.0,1032.0,1032.0,1032.0,0,0
2,2019-12-09 09:39:00,1032.0,1032.0,1032.0,1032.0,0,0
3,2019-12-09 09:40:00,1032.0,1032.0,1032.0,1032.0,0,0
4,2019-12-09 09:41:00,1032.0,1032.0,1032.0,1032.0,0,0
5,2019-12-09 09:42:00,1032.0,1032.0,1032.0,1032.0,0,0
6,2019-12-09 09:43:00,1032.0,1032.0,1032.0,1032.0,0,0
7,2019-12-09 09:44:00,1032.0,1032.0,1001.9,1001.9,20,1000
8,2019-12-09 09:45:00,1001.9,1001.9,1001.9,1001.9,0,1000
9,2019-12-09 09:46:00,1001.9,1001.9,949.15,949.15,200,1000
10,2019-12-09 09:47:00,949.15,949.15,949.15,949.15,0,1000
11,2019-12-09 09:48:00,949.15,949.15,949.15,949.15,0,1000
12,2019-12-09 09:49:00,949.15,972.7,949.15,972.7,20,1220
13,2019-12-09 09:50:00,972.7,972.7,972.7,972.7,0,1220
14,2019-12-09 09:51:00,972.7,972.7,972.7,972.7,0,1220
15,2019-12-09 09:52:00,972.7,972.7,972.7,972.7,0,1220
16,2019-12-09 09:53:00,972.7,972.7,972.7,972.7,0,1220
17,2019-12-09 09:54:00,972.7,972.7,972.7,972.7,0,1220
18,2019-12-09 09:55:00,972.7,972.7,972.7,972.7,0,1220
19,2019-12-09 09:56:00,972.7,972.7,972.7,972.7,0,1220
20,2019-12-09 09:57:00,972.7,980.25,972.7,980.25,20,1220
21,2019-12-09 09:58:00,980.25,980.25,965.35,965.35,20,1220
22,2019-12-09 09:59:00,965.35,965.35,965.35,965.35,0,1220
23,2019-12-09 10:00:00,965.35,965.35,965.35,965.35,0,1220
24,2019-12-09 10:01:00,965.35,965.35,965.35,965.35,0,1220
25,2019-12-09 10:02:00,965.35,965.35,965.35,965.35,0,1220
26,2019-12-09 10:03:00,965.35,965.35,965.35,965.35,0,1220
27,2019-12-09 10:04:00,965.35,965.35,965.35,965.35,0,1220
28,2019-12-09 10:05:00,965.35,965.35,965.35,965.35,0,1220
29,2019-12-09 10:06:00,965.35,965.35,965.35,965.35,0,1220
30,2019-12-09 10:07:00,965.35,965.35,965.35,965.35,0,1220
31,2019-12-09 10:08:00,965.35,965.35,965.35,965.35,0,1220
32,2019-12-09 10:09:00,965.35,965.35,965.35,965.35,0,1220
33,2019-12-09 10:10:00,965.35,965.35,965.35,965.35,0,1220
34,2019-12-09 10:11:00,965.35,965.35,965.35,965.35,0,1220
35,2019-12-09 10:12:00,965.35,965.35,965.35,965.35,0,1220
36,2019-12-09 10:13:00,965.35,965.35,965.35,965.35,0,1220
37,2019-12-09 10:14:00,965.35,965.35,965.35,965.35,0,1220
38,2019-12-09 10:15:00,965.35,965.35,965.35,965.35,0,1220
39,2019-12-09 10:16:00,965.35,965.35,965.35,965.35,0,1220
40,2019-12-09 10:17:00,965.35,965.35,965.35,965.35,0,1220
41,2019-12-09 10:18:00,965.35,1006.95,965.35,1006.95,20,1220
42,2019-12-09 10:19:00,1006.95,1006.95,1006.95,1006.95,0,1220
43,2019-12-09 10:20:00,1006.95,1006.95,1006.95,1006.95,0,1220
44,2019-12-09 10:21:00,1006.95,1006.95,1006.95,1006.95,0,1220
45,2019-12-09 10:22:00,1006.95,1024.95,1006.95,1024.95,20,1220
46,2019-12-09 10:23:00,1024.95,1024.95,1024.95,1024.95,0,1220
47,2019-12-09 10:24:00,1024.95,1024.95,1024.95,1024.95,0,1220
48,2019-12-09 10:25:00,1024.95,1024.95,1024.95,1024.95,0,1220
49,2019-12-09 10:26:00,1024.95,1024.95,1024.95,1024.95,0,1220
50,2019-12-09 10:27:00,1024.95,1024.95,1024.95,1024.95,0,1220
51,2019-12-09 10:28:00,1024.95,1024.95,1024.95,1024.95,0,1220
52,2019-12-09 10:29:00,1024.95,1024.95,1024.95,1024.95,0,1220
53,2019-12-09 10:30:00,1024.95,1024.95,1024.95,1024.95,0,1220
54,2019-12-09 10:31:00,1024.95,1024.95,1024.95,1024.95,0,1220
55,2019-12-09 10:32:00,1024.95,1024.95,1024.95,1024.95,0,1220
56,2019-12-09 10:33:00,1024.95,1024.95,1024.95,1024.95,0,1220
57,2019-12-09 10:34:00,1024.95,1024.95,1024.95,1024.95,0,1220
58,2019-12-09 10:35:00,1024.95,1024.95,1024.95,1024.95,0,1220
59,2019-12-09 10:36:00,1024.95,1024.95,1024.95,1024.95,0,1220
60,2019-12-09 10:37:00,1024.95,1024.95,1024.95,1024.95,0,1220
61,2019-12-09 10:38:00,1024.95,1024.95,1024.95,1024.95,0,1220
62,2019-12-09 10:39:00,1024.95,1024.95,1024.95,1024.95,0,1220
63,2019-12-09 10:40:00,1024.95,1024.95,1024.95,1024.95,0,1220
64,2019-12-09 10:41:00,1024.95,1024.95,1024.95,1024.95,0,1220
65,2019-12-09 10:42:00,1024.95,1024.95,1024.95,1024.95,0,1220
66,2019-12-09 10:43:00,1024.95,1024.95,1024.95,1024.95,0,1220
67,2019-12-09 10:44:00,1024.95,1024.95,1024.95,1024.95,0,1220
68,2019-12-09 10:45:00,1024.95,1024.95,1024.95,1024.95,0,1220
69,2019-12-09 10:46:00,1024.95,1024.95,1024.95,1024.95,0,1220
70,2019-12-09 10:47:00,1024.95,1024.95,1024.95,1024.95,0,1220
71,2019-12-09 10:48:00,1024.95,1024.95,1024.95,1024.95,0,1220
72,2019-12-09 10:49:00,1024.95,1024.95,1024.95,1024.95,0,1220
73,2019-12-09 10:50:00,1024.95,1024.95,1024.95,1024.95,0,1220
74,2019-12-09 10:51:00,1024.95,1024.95,1024.95,1024.95,0,1220
75,2019-12-09 10:52:00,1024.95,1024.95,1024.95,1024.95,0,1220
76,2019-12-09 10:53:00,1024.95,1024.95,1024.95,1024.95,0,1220
77,2019-12-09 10:54:00,1024.95,1024.95,1024.95,1024.95,0,1220
78,2019-12-09 10:55:00,1024.95,1024.95,1024.95,1024.95,0,1220
79,2019-12-09 10:56:00,1024.95,1024.95,1024.95,1024.95,0,1220
80,2019-12-09 10:57:00,1024.95,1024.95,1024.95,1024.95,0,1220
81,2019-12-09 10:58:00,1024.95,1024.95,1024.95,1024.95,0,1220
82,2019-12-09 10:59:00,1024.95,1024.95,1024.95,1024.95,0,1220
83,2019-12-09 11:00:00,1024.95,1024.95,1024.95,1024.95,0,1220
84,2019-12-09 11:01:00,1024.95,1024.95,1024.95,1024.95,0,1220
85,2019-12-09 11:02:00,1024.95,1024.95,1024.95,1024.95,0,1220
86,2019-12-09 11:03:00,1024.95,1024.95,1024.95,1024.95,0,1220
87,2019-12-09 11:04:00,1024.95,1024.95,1024.95,1024.95,0,1220
88,2019-12-09 11:05:00,1024.95,1024.95,1024.95,1024.95,0,1220
89,2019-12-09 11:06:00,1024.95,1024.95,1013.85,1013.85,40,1220
90,2019-12-09 11:07:00,1013.85,1013.85,1012.95,1012.95,20,1220
91,2019-12-09 11:08:00,1012.95,1012.95,1010.0,1010.0,20,1220
92,2019-12-09 11:09:00,1010.0,1010.0,1010.0,1010.0,0,1220
93,2019-12-09 11:10:00,1010.0,1023.8,1010.0,1023.8,20,1300
94,2019-12-09 11:11:00,1023.8,1023.8,1023.8,1023.8,0,1300
95,2019-12-09 11:12:00,1023.8,1023.8,1023.8,1023.8,0,1300
96,2019-12-09 11:13:00,1023.8,1023.8,1023.8,1023.8,0,1300
97,2019-12-09 11:14:00,1023.8,1023.8,1023.8,1023.8,0,1300
98,2019-12-09 11:15:00,1023.8,1087.6,1023.8,1087.6,60,1320
99,2019-12-09 11:16:00,1087.6,1087.6,1087.6,1087.6,0,1320
100,2019-12-09 11:17:00,1087.6,1087.6,1087.6,1087.6,0,1320
101,2019-12-09 11:18:00,1087.6,1087.6,1087.6,1087.6,0,1320
102,2019-12-09 11:19:00,1087.6,1087.6,1087.6,1087.6,0,1320
103,2019-12-09 11:20:00,1087.6,1087.6,1087.6,1087.6,0,1320
104,2019-12-09 11:21:00,1087.6,1087.6,1087.6,1087.6,0,1320
105,2019-12-09 11:22:00,1087.6,1087.6,1087.6,1087.6,0,1320
106,2019-12-09 11:23:00,1087.6,1087.6,1087.6,1087.6,0,1320
107,2019-12-09 11:24:00,1087.6,1087.6,1087.6,1087.6,0,1320
108,2019-12-09 11:25:00,1087.6,1087.6,1087.6,1087.6,0,1320
109,2019-12-09 11:26:00,1087.6,1087.6,1087.6,1087.6,0,1320
110,2019-12-09 11:27:00,1087.6,1087.6,1087.6,1087.6,0,1320
111,2019-12-09 11:28:00,1087.6,1087.6,1073.85,1073.85,20,1320
112,2019-12-09 11:29:00,1073.85,1073.85,1073.85,1073.85,0,1320
113,2019-12-09 11:30:00,1073.85,1107.35,1073.85,1107.3,60,1320
114,2019-12-09 11:31:00,1107.3,1149.5,1107.3,1149.5,420,1320
115,2019-12-09 11:32:00,1149.5,1149.5,1149.5,1149.5,0,1320
116,2019-12-09 11:33:00,1149.5,1149.5,1149.5,1149.5,0,1320
117,2019-12-09 11:34:00,1149.5,1149.5,1149.5,1149.5,0,1320
118,2019-12-09 11:35:00,1149.5,1149.5,1149.5,1149.5,0,1320
119,2019-12-09 11:36:00,1149.5,1149.5,1149.5,1149.5,0,1320
120,2019-12-09 11:37:00,1149.5,1149.5,1149.5,1149.5,0,1320
121,2019-12-09 11:38:00,1149.5,1149.5,1149.5,1149.5,0,1320
122,2019-12-09 11:39:00,1149.5,1149.5,1149.5,1149.5,0,1320
123,2019-12-09 11:40:00,1149.5,1149.5,1149.5,1149.5,0,1320
124,2019-12-09 11:41:00,1149.5,1149.5,1149.5,1149.5,0,1320
125,2019-12-09 11:42:00,1149.5,1149.5,1149.5,1149.5,0,1320
126,2019-12-09 11:43:00,1149.5,1149.5,1149.5,1149.5,0,1320
127,2019-12-09 11:44:00,1149.5,1149.5,1149.5,1149.5,0,1320
128,2019-12-09 11:45:00,1149.5,1149.5,1102.8,1102.8,100,1640
129,2019-12-09 11:46:00,1102.8,1102.8,1100.75,1100.75,60,1640
130,2019-12-09 11:47:00,1100.75,1100.75,1100.75,1100.75,0,1640
131,2019-12-09 11:48:00,1100.75,1100.75,1100.75,1100.75,0,1640
132,2019-12-09 11:49:00,1100.75,1100.75,1100.75,1100.75,0,1640
133,2019-12-09 11:50:00,1100.75,1100.75,1100.75,1100.75,0,1640
134,2019-12-09 11:51:00,1100.75,1100.75,1100.75,1100.75,0,1640
135,2019-12-09 11:52:00,1100.75,1100.75,1100.75,1100.75,0,1640
136,2019-12-09 11:53:00,1100.75,1100.75,1100.75,1100.75,0,1640
137,2019-12-09 11:54:00,1100.75,1107.5,1100.75,1107.5,20,1780
138,2019-12-09 11:55:00,1107.5,1107.5,1103.4,1106.6,60,1780
139,2019-12-09 11:56:00,1106.6,1106.6,1079.05,1079.05,60,1820
140,2019-12-09 11:57:00,1079.05,1083.2,1072.8,1072.8,240,1820
141,2019-12-09 11:58:00,1072.8,1076.6,1072.8,1075.05,40,1820
142,2019-12-09 11:59:00,1075.05,1076.3,1074.8,1076.3,40,1920
143,2019-12-09 12:00:00,1076.3,1082.3,1076.3,1080.0,60,1920
144,2019-12-09 12:01:00,1080.0,1088.9,1080.0,1088.9,20,1920
145,2019-12-09 12:02:00,1088.9,1091.0,1088.9,1091.0,20,1920
146,2019-12-09 12:03:00,1091.0,1091.0,1091.0,1091.0,0,1920
147,2019-12-09 12:04:00,1091.0,1091.0,1091.0,1091.0,0,1920
148,2019-12-09 12:05:00,1091.0,1091.0,1090.0,1090.0,20,2040
149,2019-12-09 12:06:00,1090.0,1090.0,1072.2,1072.2,40,2060
150,2019-12-09 12:07:00,1072.2,1072.2,1072.2,1072.2,0,2060
151,2019-12-09 12:08:00,1072.2,1072.2,1072.2,1072.2,0,2060
152,2019-12-09 12:09:00,1072.2,1072.2,1072.2,1072.2,0,2060
153,2019-12-09 12:10:00,1072.2,1072.2,1072.2,1072.2,0,2060
154,2019-12-09 12:11:00,1072.2,1072.2,1072.2,1072.2,0,2060
155,2019-12-09 12:12:00,1072.2,1072.2,1072.2,1072.2,0,2060
156,2019-12-09 12:13:00,1072.2,1072.2,1072.2,1072.2,0,2060
