,date,open,high,low,close,volume,oi
0,2019-05-09 11:31:00,130.0,130.0,130.0,130.0,0,0
1,2019-05-09 11:32:00,130.0,130.0,130.0,130.0,0,0
2,2019-05-09 11:33:00,130.0,130.0,130.0,130.0,0,0
3,2019-05-09 11:34:00,130.0,130.0,130.0,130.0,0,0
4,2019-05-09 11:35:00,130.0,130.0,130.0,130.0,0,0
5,2019-05-09 11:36:00,130.0,130.0,130.0,130.0,0,0
6,2019-05-09 11:37:00,130.0,130.0,130.0,130.0,0,0
7,2019-05-09 11:38:00,130.0,130.0,130.0,130.0,0,0
8,2019-05-09 11:39:00,130.0,130.0,130.0,130.0,0,0
9,2019-05-09 11:40:00,130.0,130.0,130.0,130.0,0,0
10,2019-05-09 11:41:00,130.0,130.0,130.0,130.0,0,0
11,2019-05-09 11:42:00,130.0,130.0,130.0,130.0,0,0
12,2019-05-09 11:43:00,130.0,130.0,130.0,130.0,0,0
13,2019-05-09 11:44:00,130.0,130.0,110.1,110.1,20,20
14,2019-05-09 11:45:00,110.1,110.1,106.0,106.0,20,40
15,2019-05-09 11:46:00,106.0,106.0,106.0,106.0,0,40
16,2019-05-09 11:47:00,106.0,106.0,106.0,106.0,0,40
17,2019-05-09 11:48:00,106.0,106.0,106.0,106.0,0,40
18,2019-05-09 11:49:00,106.0,106.0,106.0,106.0,0,40
19,2019-05-09 11:50:00,106.0,106.0,106.0,106.0,0,40
20,2019-05-09 11:51:00,106.0,106.0,106.0,106.0,0,40
21,2019-05-09 11:52:00,106.0,106.0,106.0,106.0,0,40
22,2019-05-09 11:53:00,106.0,106.0,106.0,106.0,0,40
23,2019-05-09 11:54:00,106.0,106.0,106.0,106.0,0,40
24,2019-05-09 11:55:00,106.0,106.0,106.0,106.0,0,40
25,2019-05-09 11:56:00,106.0,106.0,106.0,106.0,0,40
26,2019-05-09 11:57:00,106.0,106.0,106.0,106.0,0,40
27,2019-05-09 11:58:00,106.0,106.0,106.0,106.0,0,40
28,2019-05-09 11:59:00,106.0,106.0,106.0,106.0,0,40
29,2019-05-09 12:00:00,106.0,106.0,106.0,106.0,0,40
30,2019-05-09 12:01:00,106.0,106.0,106.0,106.0,0,40
31,2019-05-09 12:02:00,106.0,106.0,106.0,106.0,0,40
32,2019-05-09 12:03:00,106.0,106.0,106.0,106.0,0,40
33,2019-05-09 12:04:00,106.0,106.0,106.0,106.0,0,40
34,2019-05-09 12:05:00,106.0,106.0,106.0,106.0,0,40
35,2019-05-09 12:06:00,106.0,106.0,106.0,106.0,0,40
36,2019-05-09 12:07:00,106.0,106.0,105.0,105.0,20,40
37,2019-05-09 12:08:00,105.0,105.0,105.0,105.0,0,40
38,2019-05-09 12:09:00,105.0,105.0,105.0,105.0,0,40
39,2019-05-09 12:10:00,105.0,105.0,105.0,105.0,0,40
40,2019-05-09 12:11:00,105.0,105.0,105.0,105.0,0,40
41,2019-05-09 12:12:00,105.0,105.0,105.0,105.0,0,40
42,2019-05-09 12:13:00,105.0,105.0,105.0,105.0,0,40
43,2019-05-09 12:14:00,105.0,105.0,105.0,105.0,0,40
44,2019-05-09 12:15:00,105.0,105.0,105.0,105.0,0,40
45,2019-05-09 12:16:00,105.0,105.0,105.0,105.0,0,0
46,2019-05-09 12:17:00,105.0,105.0,105.0,105.0,0,0
47,2019-05-09 12:18:00,105.0,105.0,105.0,105.0,0,0
48,2019-05-09 12:19:00,105.0,105.0,105.0,105.0,0,0
49,2019-05-09 12:20:00,105.0,105.0,105.0,105.0,0,0
50,2019-05-09 12:21:00,105.0,105.0,105.0,105.0,0,0
51,2019-05-09 12:22:00,105.0,105.0,105.0,105.0,0,0
52,2019-05-09 12:23:00,105.0,105.0,105.0,105.0,0,0
53,2019-05-09 12:24:00,105.0,105.0,105.0,105.0,0,0
54,2019-05-09 12:25:00,105.0,105.0,105.0,105.0,0,0
55,2019-05-09 12:26:00,105.0,105.0,105.0,105.0,0,0
56,2019-05-09 12:27:00,105.0,105.0,105.0,105.0,0,0
57,2019-05-09 12:28:00,105.0,105.0,105.0,105.0,0,0
58,2019-05-09 12:29:00,105.0,105.0,105.0,105.0,0,0
59,2019-05-09 12:30:00,105.0,105.0,105.0,105.0,0,0
60,2019-05-09 12:31:00,105.0,105.0,105.0,105.0,0,0
61,2019-05-09 12:32:00,105.0,105.0,105.0,105.0,0,0
62,2019-05-09 12:33:00,105.0,105.0,105.0,105.0,0,0
63,2019-05-09 12:34:00,105.0,105.0,105.0,105.0,0,0
64,2019-05-09 12:35:00,105.0,105.0,105.0,105.0,0,0
65,2019-05-09 12:36:00,105.0,105.0,105.0,105.0,20,60
66,2019-05-09 12:37:00,105.0,105.0,105.0,105.0,0,60
67,2019-05-09 12:38:00,105.0,105.0,105.0,105.0,0,60
68,2019-05-09 12:39:00,105.0,105.0,105.0,105.0,0,60
69,2019-05-09 12:40:00,105.0,105.0,105.0,105.0,0,60
70,2019-05-09 12:41:00,105.0,105.0,105.0,105.0,0,60
71,2019-05-09 12:42:00,105.0,105.0,105.0,105.0,0,60
72,2019-05-09 12:43:00,105.0,105.0,105.0,105.0,0,60
73,2019-05-09 12:44:00,105.0,109.0,105.0,109.0,20,80
74,2019-05-09 12:45:00,109.0,109.0,109.0,109.0,0,80
75,2019-05-09 12:46:00,109.0,109.0,109.0,109.0,0,80
76,2019-05-09 12:47:00,109.0,109.0,109.0,109.0,0,80
77,2019-05-09 12:48:00,109.0,109.0,109.0,109.0,0,80
78,2019-05-09 12:49:00,109.0,109.0,109.0,109.0,0,80
79,2019-05-09 12:50:00,109.0,109.0,109.0,109.0,0,80
80,2019-05-09 12:51:00,109.0,109.0,109.0,109.0,0,80
81,2019-05-09 12:52:00,109.0,109.0,109.0,109.0,0,80
82,2019-05-09 12:53:00,109.0,115.0,109.0,115.0,100,100
83,2019-05-09 12:54:00,115.0,115.0,115.0,115.0,0,100
84,2019-05-09 12:55:00,115.0,115.0,115.0,115.0,0,100
85,2019-05-09 12:56:00,115.0,115.0,115.0,115.0,0,100
86,2019-05-09 12:57:00,115.0,115.0,115.0,115.0,0,100
87,2019-05-09 12:58:00,115.0,115.0,115.0,115.0,0,100
88,2019-05-09 12:59:00,115.0,115.0,115.0,115.0,0,100
89,2019-05-09 13:00:00,115.0,115.0,115.0,115.0,0,100
90,2019-05-09 13:01:00,115.0,115.0,115.0,115.0,0,100
91,2019-05-09 13:02:00,115.0,115.0,101.0,101.0,20,200
92,2019-05-09 13:03:00,101.0,101.0,101.0,101.0,0,200
