0,1,2,3,4,5,6,7,8,9
15.01.21 11:46:59,1673.05,1673.05,1673.05,1673.05,25,0,1673.05,1629.35,1770.50
15.01.21 13:06:59,1534.00,1534.00,1534.00,1534.00,25,25,1603.52,1492.75,1644.05
15.01.21 13:31:59,1572.15,1572.15,1572.15,1572.15,250,50,1577.37,1559.30,1616.35
15.01.21 14:31:59,1670.05,1670.05,1670.05,1670.05,25,275,1584.50,1643.25,1702.85
15.01.21 14:51:59,1682.05,1682.05,1682.05,1682.05,25,250,1591.47,1662.70,1754.50
15.01.21 15:16:59,1652.70,1652.70,1652.70,1652.70,25,250,1595.55,1604.70,1667.55
18.01.21 09:16:59,1772.70,1772.70,1772.70,1772.70,25,250,1772.70,1735.15,1829.60
18.01.21 09:26:59,1525.00,1525.00,1525.00,1525.00,250,250,1547.51,1456.55,1574.25
18.01.21 09:28:59,1569.20,1569.20,1569.20,1569.20,250,250,1557.84,1553.65,1609.55
18.01.21 09:41:59,1588.00,1588.00,1588.00,1588.00,250,375,1567.57,1576.30,1638.65
18.01.21 09:55:59,1655.80,1655.80,1655.80,1655.80,25,125,1570.32,1622.00,1713.85
18.01.21 11:29:59,1836.35,1836.35,1836.35,1836.35,25,125,1578.38,1790.45,1890.10
18.01.21 11:43:59,1879.70,1879.70,1879.70,1879.70,25,125,1587.25,1890.75,1949.40
18.01.21 11:46:59,1952.10,1952.10,1952.10,1952.10,25,150,1597.67,1889.25,2009.25
21.01.21 10:07:59,1205.90,1205.90,1205.90,1205.90,25,125,1205.90,1205.90,1214.25
21.01.21 14:45:59,1422.40,1422.40,1422.40,1422.40,25,125,1314.15,1425.80,1458.40
21.01.21 14:46:59,1426.70,1426.70,1411.95,1411.95,50,125,1366.73,1382.40,1395.20
21.01.21 14:50:59,1548.95,1548.95,1548.95,1548.95,100,125,1457.84,1472.20,1529.50
21.01.21 14:55:59,1454.65,1454.65,1454.65,1454.65,150,125,1456.47,1466.90,1495.50
21.01.21 15:12:59,1748.00,1748.00,1748.00,1748.00,25,125,1475.91,57.45,0.00
