0,1,2,3,4,5,6,7
11.11.20 09:24:59,0.90,0.90,0.90,0.90,3000,0,0.90
11.11.20 09:34:59,0.90,0.90,0.90,0.90,1575,2550,0.90
11.11.20 09:35:59,0.90,0.90,0.90,0.90,300,3000,0.90
11.11.20 09:37:59,0.90,0.90,0.90,0.90,150,3000,0.90
11.11.20 09:43:59,0.80,0.80,0.80,0.80,900,3000,0.88
11.11.20 09:44:59,0.80,0.80,0.80,0.80,1050,3000,0.87
11.11.20 09:45:59,0.80,0.80,0.75,0.80,2250,3000,0.85
11.11.20 09:51:59,0.80,0.80,0.80,0.80,4350,5025,0.83
11.11.20 09:58:59,0.80,0.80,0.80,0.80,3750,8625,0.82
11.11.20 10:02:59,0.85,0.85,0.85,0.85,2475,10575,0.83
11.11.20 10:03:59,0.85,0.85,0.85,0.85,2400,10575,0.83
11.11.20 10:07:59,0.85,0.85,0.85,0.85,2850,10575,0.83
11.11.20 10:08:59,0.85,0.85,0.85,0.85,75,11700,0.83
11.11.20 10:09:59,0.85,0.85,0.85,0.85,1050,11700,0.83
11.11.20 10:10:59,0.85,0.85,0.85,0.85,3750,11700,0.83
11.11.20 10:11:59,0.85,0.85,0.85,0.85,900,11700,0.83
11.11.20 10:14:59,0.85,0.90,0.85,0.90,1725,24825,0.83
11.11.20 10:15:59,0.90,0.90,0.90,0.90,5475,24825,0.84
11.11.20 10:16:59,0.90,0.90,0.85,0.90,10125,24825,0.85
11.11.20 10:17:59,0.90,0.90,0.90,0.90,3150,24825,0.85
11.11.20 10:18:59,0.90,0.90,0.90,0.90,75,37050,0.85
11.11.20 10:19:59,0.90,0.90,0.90,0.90,225,37050,0.85
11.11.20 10:20:59,0.90,0.90,0.90,0.90,2850,39000,0.85
11.11.20 10:21:59,0.90,0.90,0.90,0.90,4200,39000,0.85
11.11.20 10:22:59,0.85,0.90,0.80,0.80,2100,39000,0.85
11.11.20 10:26:59,0.85,0.85,0.85,0.85,5550,46350,0.85
11.11.20 10:27:59,0.85,0.85,0.85,0.85,450,46350,0.85
11.11.20 10:30:59,0.80,0.80,0.80,0.80,375,52350,0.85
11.11.20 10:31:59,0.80,0.80,0.80,0.80,1125,52350,0.85
11.11.20 10:32:59,0.85,0.85,0.85,0.85,525,52350,0.85
11.11.20 10:33:59,0.85,0.85,0.85,0.85,150,53250,0.85
11.11.20 10:35:59,0.85,0.85,0.85,0.85,4500,53250,0.85
11.11.20 10:37:59,0.85,0.85,0.85,0.85,300,57900,0.85
11.11.20 10:40:59,0.85,0.85,0.85,0.85,150,58200,0.85
11.11.20 10:41:59,0.85,0.90,0.85,0.85,825,58275,0.85
11.11.20 10:42:59,0.85,0.85,0.85,0.85,900,58275,0.85
11.11.20 10:43:59,0.85,0.85,0.85,0.85,75,58275,0.85
11.11.20 10:44:59,0.90,0.90,0.90,0.90,975,59700,0.85
11.11.20 10:45:59,0.90,0.90,0.90,0.90,1950,59700,0.85
11.11.20 10:46:59,0.90,0.90,0.85,0.85,4200,59700,0.85
11.11.20 10:47:59,0.85,0.85,0.85,0.85,3450,64275,0.85
11.11.20 10:48:59,0.85,0.85,0.85,0.85,1425,64275,0.85
11.11.20 10:49:59,0.85,0.85,0.85,0.85,150,64275,0.85
11.11.20 10:50:59,0.85,0.85,0.85,0.85,1050,64275,0.85
11.11.20 10:55:59,0.80,0.80,0.80,0.80,750,0,0.85
11.11.20 10:57:59,0.75,0.75,0.75,0.75,75,65775,0.85
11.11.20 11:03:59,0.80,0.80,0.80,0.80,300,65850,0.85
11.11.20 11:05:59,0.80,0.80,0.80,0.80,75,65850,0.85
11.11.20 11:06:59,0.80,0.80,0.80,0.80,75,66225,0.85
11.11.20 11:07:59,0.80,0.80,0.80,0.80,450,66225,0.85
11.11.20 11:10:59,0.80,0.80,0.80,0.80,2775,66300,0.85
11.11.20 11:12:59,0.80,0.80,0.80,0.80,6000,69075,0.85
11.11.20 11:13:59,0.85,0.85,0.85,0.85,900,69075,0.85
11.11.20 11:14:59,0.85,0.85,0.80,0.80,6675,77775,0.85
11.11.20 11:15:59,0.85,1.05,0.85,1.05,55500,77775,0.86
11.11.20 11:16:59,1.05,1.05,1.05,1.05,600,77775,0.86
11.11.20 11:18:59,0.90,0.90,0.90,0.90,600,97650,0.86
11.11.20 11:19:59,1.10,1.10,0.90,0.90,150,97650,0.86
11.11.20 11:22:59,0.90,0.90,0.90,0.90,1800,117150,0.86
11.11.20 11:23:59,0.90,1.05,0.90,1.05,1275,116550,0.86
11.11.20 11:27:59,0.90,0.90,0.90,0.90,675,116550,0.86
11.11.20 11:28:59,0.90,0.90,0.90,0.90,900,116550,0.86
11.11.20 11:29:59,0.90,0.90,0.90,0.90,1275,116550,0.86
11.11.20 11:38:59,0.90,0.90,0.90,0.90,1050,117825,0.86
11.11.20 11:39:59,1.00,1.00,0.90,0.90,150,119400,0.86
11.11.20 11:47:59,0.95,0.95,0.60,0.75,975,119625,0.86
11.11.20 11:52:59,0.85,0.85,0.85,0.85,75,119625,0.86
11.11.20 11:58:59,0.65,0.65,0.65,0.65,150,119625,0.86
11.11.20 11:59:59,0.75,0.75,0.75,0.75,450,119625,0.86
11.11.20 12:00:59,0.75,0.75,0.75,0.75,450,120225,0.86
11.11.20 12:01:59,0.75,0.75,0.75,0.75,1350,120225,0.86
11.11.20 12:02:59,0.75,0.75,0.75,0.75,675,120225,0.86
11.11.20 12:03:59,0.75,0.75,0.75,0.75,675,120225,0.86
