0,1,2,3,4,5,6,7,8,9
13.05.20 13:45:59,2225.90,2225.90,2225.90,2225.90,20,0,2225.90,,0.00
18.05.20 09:18:59,1114.20,1122.55,1114.20,1122.55,280,20,1120.76,,
18.05.20 09:19:59,1122.75,1122.75,1122.75,1122.75,100,20,1121.28,,
18.05.20 09:20:59,1112.75,1112.75,1112.75,1112.75,380,400,1117.01,,
18.05.20 09:21:59,1122.55,1122.55,1122.55,1122.55,20,400,1117.15,,
18.05.20 09:23:59,1071.30,1071.30,1071.30,1071.30,140,800,1110.18,,
18.05.20 09:37:59,868.60,868.60,868.60,868.60,20,940,1105.04,,
18.05.20 09:49:59,831.45,831.45,831.45,831.45,20,920,1099.34,,
18.05.20 09:51:59,772.65,772.65,772.65,772.65,20,940,1092.67,,
18.05.20 10:00:59,772.70,772.70,772.70,772.70,40,960,1080.12,,
18.05.20 10:02:59,800.00,800.00,800.00,800.00,40,1000,1069.55,,
18.05.20 10:03:59,815.00,815.00,815.00,815.00,20,1000,1064.84,,
18.05.20 10:20:59,790.55,790.55,790.55,790.55,20,940,1059.85,,
18.05.20 10:30:59,756.15,756.15,756.15,756.15,20,940,1054.43,,
18.05.20 10:31:59,756.15,756.15,756.15,756.15,20,0,1049.19,,
18.05.20 10:33:59,764.90,764.90,764.90,764.90,40,980,1039.55,,
18.05.20 10:37:59,744.30,744.30,744.30,744.30,20,1020,1034.63,,
18.05.20 10:38:59,765.00,770.00,765.00,770.00,40,1040,1026.02,,
18.05.20 10:40:59,760.05,760.05,760.05,760.05,20,1040,1021.79,,
18.05.20 10:43:59,760.00,760.00,760.00,760.00,20,1040,1017.70,,
18.05.20 10:45:59,733.45,733.45,714.35,714.35,80,1060,1000.30,,
18.05.20 10:46:59,700.00,715.35,700.00,715.35,80,1060,983.99,,
18.05.20 10:50:59,700.00,700.00,700.00,700.00,40,1220,976.31,,
18.05.20 10:51:59,698.35,698.35,698.35,698.35,20,1260,972.61,,
18.05.20 10:52:59,698.20,698.20,698.20,698.20,20,1260,968.99,,
18.05.20 10:53:59,698.20,698.20,698.20,698.20,20,1260,965.48,,
18.05.20 10:54:59,708.20,708.55,699.30,699.30,200,1260,935.31,,
18.05.20 10:55:59,712.00,712.00,670.00,670.00,260,1260,903.48,,
18.05.20 10:56:59,652.95,670.00,652.95,670.00,60,1260,896.42,,
18.05.20 10:57:59,670.00,670.00,650.00,650.00,60,1620,889.63,,
18.05.20 10:58:59,673.50,673.50,673.50,673.50,160,1620,874.42,,
18.05.20 11:00:59,680.35,680.35,670.00,670.00,60,1440,869.26,,
18.05.20 11:01:59,680.35,680.35,680.35,680.35,20,1440,867.66,,
18.05.20 11:02:59,673.00,673.00,673.00,673.00,40,1440,864.42,,
18.05.20 11:03:59,685.00,693.35,685.00,693.35,40,1440,861.55,,
18.05.20 11:04:59,692.15,692.15,692.15,692.15,20,1440,860.17,,
18.05.20 11:05:59,687.80,687.80,678.00,678.00,40,1440,857.33,,
18.05.20 11:06:59,686.10,699.40,686.10,699.40,460,1580,831.56,,
18.05.20 11:07:59,691.35,691.35,683.45,683.45,100,1580,826.93,,
18.05.20 11:08:59,688.90,688.90,680.00,680.00,120,1580,821.60,,
18.05.20 11:09:59,680.00,680.00,670.00,670.00,280,2080,809.89,,
18.05.20 11:10:59,668.25,668.25,661.90,661.90,80,2080,806.64,,
18.05.20 11:11:59,659.15,666.85,659.15,666.85,120,2180,801.98,,
18.05.20 11:12:59,667.45,675.80,667.45,670.30,80,2180,799.18,,
18.05.20 11:15:59,670.00,670.00,670.00,670.00,40,1920,797.81,,
18.05.20 11:17:59,682.30,682.30,682.20,682.20,60,1920,796.01,,
18.05.20 11:18:59,667.70,667.70,667.70,667.70,20,1980,795.34,,
18.05.20 11:19:59,667.70,667.70,667.70,667.70,20,1980,794.68,,
18.05.20 11:20:59,667.70,667.70,650.00,650.00,140,1980,789.74,,
18.05.20 11:22:59,650.50,650.50,637.10,637.10,100,2060,786.18,,
18.05.20 11:23:59,654.15,654.15,637.10,637.10,60,2140,784.12,,
18.05.20 11:24:59,630.00,630.00,630.00,630.00,20,2140,783.39,,
18.05.20 11:25:59,625.00,640.00,624.55,640.00,160,2140,777.88,,
18.05.20 11:26:59,645.00,645.00,640.00,640.00,160,2000,773.09,,
18.05.20 11:27:59,650.00,650.00,650.00,650.00,100,2000,770.40,,
18.05.20 11:28:59,651.20,651.20,644.00,644.55,460,2000,758.99,,
18.05.20 11:29:59,658.30,658.30,647.95,647.95,100,2020,756.89,,
18.05.20 11:31:59,655.10,655.10,655.10,655.10,40,2020,756.11,,
18.05.20 11:32:59,655.10,660.00,655.10,659.80,380,2020,749.51,,
18.05.20 11:33:59,654.50,654.50,654.50,654.50,20,2040,749.17,,
18.05.20 11:34:59,664.80,664.80,664.80,664.80,20,2040,748.87,,
