0,1,2,3,4,5,6,7,8,9,10
28.02.20 09:15:59,11466.85,11466.85,11416.75,11449.90,675,0,15208725.00,,,
28.02.20 09:16:59,11432.90,11432.90,11411.25,11415.10,450,0,15208725.00,,,
28.02.20 09:17:59,11401.00,11405.00,11401.00,11404.00,225,750,15509325.00,,,
28.02.20 09:18:59,11429.45,11435.00,11429.45,11435.00,150,750,15509325.00,,,
28.02.20 09:19:59,11440.95,11440.95,11440.95,11440.95,150,750,15509325.00,,,
28.02.20 09:20:59,11441.00,11448.00,11441.00,11448.00,375,1125,15684525.00,,,
28.02.20 09:21:59,11449.30,11449.30,11441.00,11441.00,1125,1125,15684525.00,,,
28.02.20 09:22:59,11441.00,11441.00,11440.00,11440.00,150,1125,15684525.00,,,
28.02.20 09:23:59,11424.55,11438.95,11424.55,11436.55,300,2550,15790200.00,,,
28.02.20 09:24:59,11431.55,11431.55,11431.55,11431.55,75,2550,15790200.00,,,
28.02.20 09:25:59,11424.20,11424.20,11420.00,11420.00,150,2550,15790200.00,,,
28.02.20 09:26:59,11418.40,11418.40,11410.00,11410.00,375,2925,15917700.00,,,
28.02.20 09:27:59,11410.05,11424.45,11410.05,11424.45,525,2925,15917700.00,,,
28.02.20 09:28:59,11425.35,11429.40,11425.35,11429.40,150,2925,15917700.00,,,
28.02.20 09:29:59,11433.10,11433.10,11433.10,11433.10,150,3675,16006275.00,,,
28.02.20 09:30:59,11433.00,11433.10,11433.00,11433.10,150,3675,16006275.00,,,
28.02.20 09:31:59,11433.05,11433.05,11433.05,11433.05,75,3675,16006275.00,,,
28.02.20 09:32:59,11420.00,11421.20,11420.00,11421.20,225,3900,16040850.00,,,
28.02.20 09:33:59,11421.20,11421.20,11421.20,11421.20,75,3900,16040850.00,,,
28.02.20 09:34:59,11410.55,11410.55,11410.00,11410.55,900,3900,16040850.00,,,
28.02.20 09:35:59,11411.60,11411.60,11411.60,11411.60,75,4650,16126800.00,,,
28.02.20 09:36:59,11400.10,11400.10,11395.00,11395.00,600,4650,16126800.00,,,
28.02.20 09:37:59,11390.00,11392.90,11390.00,11390.00,375,4650,16126800.00,,,
28.02.20 09:38:59,11387.40,11389.90,11383.20,11385.00,300,5400,16223400.00,,,
28.02.20 09:40:59,11390.00,11400.00,11390.00,11400.00,450,5400,16223400.00,,,
28.02.20 09:42:59,11395.05,11399.95,11395.05,11399.95,150,5625,16313775.00,,,
28.02.20 09:43:59,11395.00,11395.00,11383.45,11383.45,525,5625,16313775.00,,,
28.02.20 09:44:59,11383.45,11383.45,11383.45,11383.45,150,5625,16331775.00,,,
28.02.20 09:45:59,11380.00,11390.05,11380.00,11390.05,150,5625,16331775.00,,,
