0,1,2,3,4,5,6,7,8,9,10
01.01.21 09:15:59,14069.00,14069.00,14069.00,14069.00,75,0,14069.00,14070.15,14084.45,12727125.00
01.01.21 09:16:59,14076.20,14076.20,14076.20,14076.20,75,0,14072.60,14080.00,14080.95,12727125.00
01.01.21 09:17:59,14080.00,14080.00,14072.05,14075.00,300,150,14075.20,14073.65,14084.45,12822375.00
01.01.21 09:18:59,14084.50,14084.50,14081.45,14081.45,525,150,14078.80,14080.85,14092.55,12822375.00
01.01.21 09:20:59,14090.00,14090.00,14090.00,14090.00,75,900,14079.60,14085.90,14093.95,12891375.00
01.01.21 09:21:59,14087.30,14090.00,14087.30,14090.00,225,900,14081.27,14088.00,14090.00,12891375.00
01.01.21 09:22:59,14088.00,14088.00,14088.00,14088.00,675,900,14083.60,14087.30,14090.95,12891375.00
01.01.21 09:23:59,14086.15,14086.15,14086.15,14086.15,300,900,14084.09,14080.00,14080.65,12916050.00
01.01.21 09:24:59,14080.00,14080.65,14078.00,14080.65,450,2175,14083.37,14080.05,14086.00,12917325.00
01.01.21 09:25:59,14075.10,14075.10,14074.50,14074.50,150,2175,14082.92,14074.70,14080.15,12917325.00
01.01.21 09:26:59,14077.85,14077.85,14077.85,14077.85,375,2700,14082.52,14078.70,14082.30,12940350.00
01.01.21 09:27:59,14080.00,14080.00,14077.00,14078.40,825,2700,14081.76,14078.30,14084.45,12940575.00
01.01.21 09:28:59,14078.65,14078.65,14078.65,14078.65,75,2700,14081.70,14081.70,14087.75,12940575.00
01.01.21 09:29:59,14083.35,14088.00,14083.35,14083.65,225,3750,14081.87,14084.05,14087.95,12971025.00
01.01.21 09:30:59,14082.75,14093.00,14082.75,14093.00,375,3750,14082.37,14089.60,14095.65,12971025.00
01.01.21 09:31:59,14088.85,14094.10,14088.85,14094.10,150,3750,14082.65,14090.30,14094.05,12971025.00
01.01.21 09:32:59,14092.00,14092.00,14092.00,14092.00,75,3750,14082.79,14087.90,14091.80,13016175.00
01.01.21 09:33:59,14089.70,14089.70,14089.70,14089.70,75,4275,14082.90,14085.70,14089.95,13016700.00
01.01.21 09:34:59,14086.00,14086.00,14086.00,14086.00,75,4275,14082.94,14086.05,14090.05,13016700.00
01.01.21 09:37:59,14081.80,14081.80,14080.05,14080.05,150,4425,14082.89,14079.70,14083.60,13038075.00
01.01.21 09:38:59,14080.05,14085.80,14080.05,14085.80,375,4650,14082.84,14084.90,14089.75,13050150.00
01.01.21 09:39:59,14084.75,14084.75,14084.75,14084.75,75,4650,14082.86,14085.65,14090.10,13050150.00
01.01.21 09:40:59,14085.55,14086.75,14085.35,14086.75,225,4650,14082.98,14087.40,14091.75,13050150.00
01.01.21 09:41:59,14087.30,14088.55,14082.35,14086.25,1050,6000,14083.42,14087.55,14091.95,13069125.00
01.01.21 09:42:59,14090.00,14090.00,14090.00,14090.00,75,6000,14083.49,14085.70,14091.95,13069125.00
01.01.21 09:43:59,14090.00,14090.00,14090.00,14090.00,75,6000,14083.55,14087.10,14091.95,13069125.00
01.01.21 09:44:59,14088.15,14100.35,14087.80,14087.80,4050,6450,14088.21,14087.45,14093.05,13078275.00
01.01.21 09:45:59,14093.75,14101.00,14093.75,14101.00,975,6450,14089.04,14094.80,14100.80,13078275.00
01.01.21 09:46:59,14097.00,14100.05,14094.60,14100.00,1050,6450,14089.80,14095.60,14098.90,13078275.00
01.01.21 09:47:59,14099.05,14099.90,14096.55,14099.90,450,9150,14090.09,14093.45,14101.00,13110000.00
01.01.21 09:48:59,14096.60,14101.00,14096.60,14101.00,1350,9150,14091.00,14101.00,14101.95,13110000.00
01.01.21 09:49:59,14101.00,14101.00,14101.00,14101.00,1275,9150,14091.79,14101.00,14101.95,13110000.00
01.01.21 09:50:59,14101.00,14101.00,14101.00,14101.00,300,11700,14091.95,14101.00,14101.65,13136400.00
01.01.21 09:51:59,14101.00,14101.70,14101.00,14101.00,1125,11700,14092.52,14101.00,14101.70,13136400.00
01.01.21 09:52:59,14101.70,14102.50,14101.00,14102.35,1800,11700,14093.37,14099.00,14102.05,13136400.00
01.01.21 09:53:59,14099.00,14100.20,14095.00,14100.20,1050,14775,14093.66,14098.00,14100.00,13148325.00
01.01.21 09:54:59,14098.00,14098.00,14098.00,14098.00,600,14775,14093.78,14095.00,14097.65,13148325.00
01.01.21 09:55:59,14095.00,14095.00,14095.00,14095.00,75,0,14093.79,14097.00,14102.15,
01.01.21 09:56:59,14100.00,14100.00,14100.00,14100.00,450,15975,14093.92,14100.00,14103.00,13170675.00
01.01.21 09:57:59,14100.00,14103.00,14100.00,14103.00,300,15975,14094.03,14103.50,14104.00,13170675.00
01.01.21 09:58:59,14103.50,14105.00,14103.50,14105.00,1650,15975,14094.78,14102.05,14106.70,13170675.00
01.01.21 09:59:59,14103.85,14105.00,14103.85,14105.00,150,18075,14094.84,14105.00,14106.75,13192275.00
01.01.21 10:00:59,14103.80,14103.80,14102.00,14102.00,525,18075,14095.02,14102.00,14104.15,13192275.00
01.01.21 10:01:59,14102.00,14103.85,14101.00,14103.85,450,18075,14095.16,14101.00,14104.10,13192275.00
01.01.21 10:02:59,14101.00,14103.40,14101.00,14103.40,225,19200,14095.22,14101.00,14103.40,13208475.00
01.01.21 10:04:59,14101.00,14101.35,14100.20,14101.35,900,19200,14095.41,14102.00,14104.65,13208475.00
01.01.21 10:05:59,14103.00,14103.00,14103.00,14103.00,150,20175,14095.46,14102.00,14104.10,13221525.00
01.01.21 10:06:59,14102.00,14102.00,14102.00,14102.00,300,20175,14095.53,14097.00,14099.95,13221525.00
01.01.21 10:07:59,14097.00,14098.05,14097.00,14097.00,450,20175,14095.56,14097.00,14099.00,13221525.00
01.01.21 10:08:59,14098.85,14098.85,14098.85,14098.85,75,20850,14095.57,14097.00,14099.95,13236150.00
01.01.21 10:09:59,14097.00,14097.00,14097.00,14097.00,75,20850,14095.58,14097.10,14099.95,13236150.00
01.01.21 10:10:59,14097.00,14097.80,14097.00,14097.80,225,20850,14095.59,14097.00,14100.00,13236150.00
01.01.21 10:12:59,14100.00,14100.00,14100.00,14100.00,300,21225,14095.64,14100.00,14105.05,13246950.00
01.01.21 10:13:59,14100.00,14102.00,14100.00,14102.00,150,21225,14095.67,14102.00,14103.60,13246950.00
01.01.21 10:14:59,14102.00,14102.00,14102.00,14102.00,300,21225,14095.74,14101.00,14103.10,13251375.00
01.01.21 10:15:59,14102.00,14102.00,14102.00,14102.00,750,21975,14095.90,14098.85,14103.85,13252800.00
01.01.21 10:17:59,14099.25,14099.25,14099.25,14099.25,225,22500,14095.93,14098.45,14103.60,13263150.00
01.01.21 10:19:59,14097.00,14098.55,14095.00,14095.00,375,22500,14095.93,14095.05,14099.15,13263225.00
