0,1,2,3,4,5,6,7,8,9,10
25.09.20 09:15:59,10925.25,10936.15,10921.50,10925.00,900,0,10925.45,8394900.00,,
25.09.20 09:16:59,10925.00,10925.00,10909.15,10916.40,525,0,10922.12,8394900.00,,
25.09.20 09:17:59,10917.00,10925.00,10917.00,10925.00,225,1275,10922.15,8498250.00,,
25.09.20 09:19:59,10935.00,10935.00,10935.00,10935.00,75,1275,10922.71,8498250.00,,
25.09.20 09:20:59,10939.00,10943.00,10939.00,10943.00,300,1650,10925.49,8542200.00,,
25.09.20 09:21:59,10941.55,10944.45,10941.45,10944.35,300,1650,10927.74,8542200.00,,
25.09.20 09:22:59,10945.00,10945.00,10945.00,10945.00,225,1650,10929.27,8542200.00,,
25.09.20 09:23:59,10948.00,10948.00,10945.45,10945.45,225,2325,10930.72,8620275.00,,
25.09.20 09:24:59,10940.35,10940.35,10940.35,10940.35,225,2325,10931.44,8620275.00,,
25.09.20 09:25:59,10942.15,10942.15,10942.15,10942.15,75,2325,10931.70,8620275.00,,
25.09.20 09:26:59,10939.95,10939.95,10938.55,10938.55,525,2775,10932.74,8666700.00,,
25.09.20 09:27:59,10939.00,10939.00,10939.00,10939.00,150,2775,10932.99,8666700.00,,
25.09.20 09:28:59,10943.25,10943.25,10943.25,10943.25,75,2775,10933.19,8666700.00,,
25.09.20 09:29:59,10930.00,10930.00,10930.00,10930.00,300,2775,10932.96,8692650.00,,
25.09.20 09:30:59,10930.00,10930.00,10925.00,10925.00,225,3750,10932.70,8693625.00,,
25.09.20 09:31:59,10918.35,10925.00,10918.35,10923.45,1125,3750,10930.57,8693625.00,,
25.09.20 09:32:59,10931.00,10947.30,10931.00,10947.30,300,4575,10931.14,8708100.00,,
25.09.20 09:33:59,10948.00,10950.00,10948.00,10950.00,375,4575,10932.26,8708100.00,,
25.09.20 09:34:59,10955.00,10960.00,10955.00,10960.00,675,4575,10934.57,8708100.00,,
25.09.20 09:35:59,10960.95,10961.00,10956.60,10961.00,1125,5775,10937.73,8759400.00,,
25.09.20 09:36:59,10965.00,10965.00,10959.00,10959.00,225,5775,10938.39,8759400.00,,
25.09.20 09:38:59,10960.40,10960.40,10960.40,10960.40,150,6825,10938.78,8795250.00,,
25.09.20 09:39:59,10961.65,10961.65,10957.75,10957.75,225,6825,10939.35,8795250.00,,
25.09.20 09:40:59,10953.45,10953.45,10953.45,10953.45,75,6825,10939.47,8795250.00,,
25.09.20 09:41:59,10955.95,10955.95,10955.95,10955.95,75,7125,10939.62,8828775.00,,
