0,1,2,3,4,5,6,7
06.10.20 14:30:59,480.95,480.95,480.95,480.95,75,0,480.95
06.10.20 15:19:59,469.70,469.70,469.70,469.70,75,75,475.32
07.10.20 09:21:59,473.05,473.05,473.05,473.05,75,150,473.05
07.10.20 09:48:59,395.20,395.20,395.20,395.20,75,150,434.12
07.10.20 09:52:59,419.30,419.30,419.30,419.30,75,150,429.18
07.10.20 09:59:59,380.75,380.75,380.75,380.75,75,225,417.07
07.10.20 11:20:59,421.60,421.60,421.60,421.60,75,300,417.98
07.10.20 11:35:59,380.60,380.60,380.60,380.60,75,300,411.75
07.10.20 12:36:59,380.60,380.60,380.60,380.60,75,300,407.30
07.10.20 12:39:59,381.95,381.95,380.95,381.00,1425,375,388.20
07.10.20 12:46:59,375.00,375.00,375.00,375.00,75,1650,387.71
07.10.20 13:18:59,406.30,406.30,406.30,406.30,75,1575,388.37
07.10.20 14:01:59,405.65,408.00,405.65,407.05,450,1650,391.68
07.10.20 14:33:59,355.00,355.00,355.00,355.00,75,1950,390.63
07.10.20 14:59:59,392.50,392.50,392.50,392.50,75,1950,390.69
07.10.20 15:09:59,384.75,384.75,384.75,384.75,75,1950,390.52
07.10.20 15:28:59,353.25,353.25,353.25,353.25,75,2025,389.54
08.10.20 09:18:59,298.85,298.85,298.85,298.85,75,1950,298.85
08.10.20 09:20:59,297.15,297.15,297.15,297.15,75,1950,298.00
08.10.20 09:21:59,290.00,290.35,290.00,290.35,225,2100,293.28
08.10.20 09:25:59,286.10,286.10,286.10,286.10,75,2100,292.08
08.10.20 09:26:59,283.05,283.05,283.05,283.05,75,2100,290.79
08.10.20 09:28:59,281.25,281.25,281.00,281.00,300,2175,287.25
08.10.20 09:29:59,278.95,278.95,278.95,278.95,75,0,286.56
08.10.20 09:30:59,278.95,278.95,278.95,278.95,225,2400,285.04
08.10.20 09:31:59,280.00,280.00,280.00,280.00,75,2400,284.72
08.10.20 09:32:59,280.00,280.00,280.00,280.00,225,2625,283.97
