0,1,2,3,4,5,6,7
01.06.20 11:50:59,273.95,273.95,273.95,273.95,40,0,273.95
01.06.20 12:05:59,184.00,184.00,184.00,184.00,40,40,228.97
01.06.20 13:50:59,265.95,265.95,265.95,265.95,20,40,236.37
01.06.20 13:51:59,202.00,202.00,202.00,202.00,20,60,230.64
01.06.20 13:52:59,203.00,203.00,203.00,203.00,200,60,213.36
01.06.20 14:04:59,204.00,204.00,204.00,204.00,40,280,212.32
01.06.20 14:20:59,185.00,185.00,185.00,185.00,20,320,210.88
01.06.20 14:31:59,160.05,160.05,160.00,160.00,40,340,206.04
01.06.20 14:46:59,104.00,104.00,104.00,104.00,20,320,201.40
01.06.20 14:53:59,104.05,104.05,104.05,104.05,20,340,197.17
01.06.20 14:56:59,114.05,114.05,114.05,114.05,20,340,193.70
01.06.20 15:14:59,170.00,170.00,170.00,170.00,20,360,192.76
01.06.20 15:16:59,169.00,169.00,169.00,169.00,20,380,191.84
01.06.20 15:20:59,167.95,167.95,167.95,167.95,20,380,190.96
02.06.20 14:05:59,124.00,124.00,124.00,124.00,40,360,124.00
02.06.20 14:15:59,109.65,109.65,109.65,109.65,20,400,119.21
02.06.20 15:22:59,62.15,62.15,62.15,62.15,20,400,104.95
02.06.20 15:28:59,62.20,62.20,62.20,62.20,20,400,96.40
03.06.20 11:29:59,54.00,54.00,54.00,54.00,20,400,54.00
03.06.20 13:23:59,40.00,40.00,40.00,40.00,220,420,41.16
03.06.20 13:39:59,53.80,53.80,53.80,53.80,20,200,42.13
03.06.20 13:48:59,40.00,40.00,40.00,40.00,20,220,41.98
03.06.20 14:46:59,50.55,50.55,50.55,50.55,20,220,42.55
03.06.20 14:56:59,45.00,45.00,45.00,45.00,20,240,42.70
03.06.20 15:18:59,65.95,65.95,65.95,65.95,20,260,44.07
03.06.20 15:28:59,70.05,70.05,70.05,70.05,20,280,45.51
03.06.20 15:30:00,60.00,60.00,60.00,60.00,20,280,46.28
04.06.20 09:20:59,50.00,50.00,50.00,50.00,20,300,50.00
04.06.20 10:03:59,62.35,62.35,62.35,62.35,20,300,56.17
04.06.20 10:38:59,44.20,44.20,44.20,44.20,20,300,52.18
04.06.20 10:42:59,62.00,62.00,62.00,62.00,20,300,54.63
04.06.20 11:33:59,50.15,50.15,50.15,50.15,40,300,53.14
04.06.20 11:53:59,50.00,50.00,50.00,50.00,20,300,52.69
04.06.20 11:55:59,50.15,50.15,50.15,50.15,20,300,52.37
04.06.20 12:02:59,50.15,50.15,50.15,50.15,40,300,51.93
04.06.20 12:12:59,82.40,82.40,82.40,82.40,40,300,54.96
04.06.20 12:20:59,58.95,58.95,58.95,58.95,20,340,55.27
04.06.20 12:23:59,93.10,93.10,93.10,93.10,60,340,62.36
04.06.20 12:29:59,95.85,95.85,55.65,55.65,40,340,63.85
04.06.20 12:40:59,91.55,91.55,91.55,91.55,20,420,65.31
04.06.20 12:41:59,65.00,65.00,65.00,65.00,20,420,65.29
04.06.20 12:44:59,67.90,67.90,67.90,67.90,80,420,65.72
04.06.20 12:46:59,89.55,89.55,89.55,89.55,20,420,66.68
04.06.20 12:50:59,68.40,68.40,68.40,68.40,20,420,66.74
04.06.20 12:54:59,20.00,20.00,20.00,20.00,40,440,64.48
04.06.20 12:58:59,55.70,55.70,55.70,55.70,20,460,64.17
04.06.20 13:06:59,35.00,35.00,35.00,35.00,20,440,63.20
04.06.20 13:13:59,55.00,55.00,55.00,55.00,40,460,62.69
04.06.20 13:39:59,55.00,55.00,55.00,55.00,20,440,62.45
04.06.20 13:48:59,27.00,27.00,27.00,27.00,60,420,59.72
04.06.20 14:00:59,68.00,68.00,68.00,68.00,20,420,59.95
04.06.20 14:21:59,51.50,51.50,51.50,51.50,40,440,58.93
04.06.20 14:26:59,77.00,77.00,77.00,77.00,20,440,59.39
04.06.20 14:33:59,30.00,30.00,30.00,30.00,20,420,58.67
04.06.20 14:44:59,68.00,68.00,68.00,68.00,20,440,58.89
04.06.20 15:10:59,60.00,60.00,60.00,60.00,20,460,58.92
05.06.20 09:15:59,48.45,48.45,48.45,48.45,20,520,48.45
05.06.20 09:16:59,55.30,55.30,55.30,55.30,40,520,53.01
05.06.20 09:17:59,50.00,55.10,50.00,55.10,360,760,51.29
05.06.20 09:18:59,51.00,54.85,51.00,52.10,260,760,51.36
05.06.20 09:19:59,53.00,55.50,51.50,51.55,220,760,51.82
05.06.20 09:20:59,55.00,55.00,47.55,51.10,700,1140,50.99
05.06.20 09:21:59,50.00,50.00,47.80,47.80,460,1140,50.47
05.06.20 09:22:59,47.80,47.80,46.05,46.15,2820,1140,48.31
05.06.20 09:23:59,46.65,47.05,46.15,47.05,2800,5240,47.72
05.06.20 09:24:59,47.00,47.00,46.60,47.00,60,5240,47.71
05.06.20 09:25:59,46.00,46.00,45.00,45.10,80,5240,47.69
05.06.20 09:26:59,45.10,45.10,44.10,44.10,100,6980,47.65
05.06.20 09:27:59,44.85,44.90,43.55,43.90,220,6980,47.55
05.06.20 09:28:59,44.55,44.55,40.45,41.50,720,6980,47.07
05.06.20 09:29:59,41.95,42.00,40.50,40.50,1380,6980,46.27
05.06.20 09:30:59,40.00,40.00,39.50,39.95,5480,6980,44.07
05.06.20 09:31:59,39.75,41.65,39.75,41.65,800,6980,43.90
05.06.20 09:32:59,41.85,42.35,40.90,41.60,440,13320,43.83
05.06.20 09:33:59,40.75,41.15,40.25,41.15,700,13320,43.71
05.06.20 09:34:59,41.15,41.15,40.00,41.00,160,13320,43.68
05.06.20 09:35:59,40.95,41.90,40.90,41.60,900,13120,43.57
05.06.20 09:36:59,41.30,42.40,41.15,41.65,1120,13120,43.47
05.06.20 09:37:59,40.90,41.50,38.25,39.90,920,13120,43.32
